ID,id,location_id,accessibility,details
1092,99,99,"Handicap accessible",
1093,100,100,"Handicap accessible",
1094,102,102,"Handicap accessible",
1095,103,103,,
1096,104,104,,
1097,105,105,"Handicap accessible",
1098,107,107,"Handicap accessible",
1099,108,108,"Handicap accessible",
1100,118,118,"Handicap accessible",
1101,119,119,"Handicap accessible",
1102,122,122,"Handicap accessible",
1103,123,123,"Handicap accessible",
1104,126,126,"Handicap accessible",
1105,127,127,"Handicap accessible",
1106,131,131,"Handicap accessible",
1107,133,133,"Handicap accessible",
1108,134,134,,
1109,135,135,,
1110,315,315,,
1111,317,317,,
1112,318,318,,
1113,319,319,,
1114,320,320,,
1115,322,322,,
1116,323,323,,
1117,324,324,"Handicap accessible",
1118,325,325,,
1119,326,326,,
1120,327,327,,
1121,328,328,,
1122,329,329,,
1123,330,330,,
1124,331,331,,
1125,332,332,"Handicap accessible",
1126,333,333,,
1127,347,347,,
1128,348,348,,
1129,349,349,"Handicap accessible",
1130,350,350,,
1131,351,351,,
1132,359,359,,
1133,360,360,,
1134,361,361,,
1135,362,362,"Handicap accessible",
1136,367,367,,
1137,373,373,"Handicap accessible",
1138,374,374,,
1139,375,375,,
1140,385,385,,
1141,386,386,"Handicap accessible",
1142,387,387,"Handicap accessible",
1143,388,388,"Handicap accessible",
1144,389,389,,
1145,390,390,,
1146,391,391,,
1147,394,394,,
1148,395,395,,
1149,397,397,,
1150,398,398,,
1151,399,399,,
1152,403,403,,
1153,405,405,,
1154,408,408,,
1155,409,409,,
1156,410,410,,
1157,411,411,,
1158,412,412,,
1159,413,413,,
1160,415,415,,
1161,416,416,,
1162,417,417,,
1163,419,419,,
1164,424,424,"Handicap accessible",
1165,427,427,,
1166,431,431,,
1167,432,432,"Handicap accessible",
1168,434,434,"Handicap accessible",
1169,436,436,,
1170,437,437,,
1171,439,439,,
1172,440,440,,
1173,441,441,,
1174,446,446,"Handicap accessible",
1175,447,447,"Handicap accessible",
1176,448,448,,
1177,449,449,"Handicap accessible",
1178,450,450,"Handicap accessible",
1179,459,459,,
1180,460,460,,
1181,461,461,,
1182,465,465,,
1183,466,466,,
1184,595,595,"Handicap accessible",
1185,596,596,,
1186,601,601,"Handicap accessible",
1187,602,602,"Handicap accessible",
1188,603,603,"Handicap accessible",
1189,604,604,"Handicap accessible",
1190,605,605,"Handicap accessible",
1191,606,606,"Handicap accessible",
1192,607,607,"Handicap accessible",
1193,618,618,,
1194,621,621,"Handicap accessible",
1195,623,623,,
1196,624,624,,
1197,625,625,,
1198,627,627,,
1199,629,629,,
1200,630,630,,
1201,631,631,,
1202,632,632,,
1203,638,638,,
1204,639,639,,
1205,641,641,,
1206,643,643,,
1207,649,649,,
1208,650,650,,
1209,651,651,,
1210,653,653,"Handicap accessible",
1211,654,654,,
1212,655,655,"Handicap accessible",
1213,656,656,,
1214,657,657,,
1215,658,658,,
1216,659,659,,
1217,660,660,,
1218,661,661,,
1219,662,662,"Handicap accessible",
1220,664,664,,
1221,665,665,,
1222,666,666,,
1223,667,667,,
1224,668,668,,
1225,680,680,,
1226,685,685,"Handicap accessible",
1227,688,688,,
1228,691,691,,
1229,693,693,,
1230,698,698,,
1231,699,699,,
1232,707,707,"Handicap accessible",
1233,716,716,"Handicap accessible",
1234,719,719,,
1235,720,720,"Handicap accessible",
1236,721,721,,
1237,722,722,"Handicap accessible",
1238,723,723,,
1239,735,735,"Handicap accessible",
1240,737,737,,
1241,738,738,,
1242,739,739,,
1243,740,740,,
1244,741,741,,
1245,742,742,,
1246,743,743,,
1247,744,744,,
1248,748,748,,
1249,874,874,,
1250,875,875,"Handicap accessible",
1251,876,876,"Handicap accessible",
1252,877,877,"Handicap accessible",
1253,878,878,"Handicap accessible",
1254,879,879,"Handicap accessible",
1255,880,880,,
1256,881,881,"Handicap accessible",
1257,883,883,"Handicap accessible",
1258,886,886,"Handicap accessible",
1259,887,887,"Handicap accessible",
1260,889,889,"Handicap accessible",
1261,891,891,,
1262,900,900,"Handicap accessible",
1263,902,902,"Handicap accessible",
1264,903,903,"Handicap accessible",
1265,905,905,,
1266,907,907,,
1267,908,908,,
1268,911,911,,
1269,912,912,"Handicap accessible",
1270,913,913,"Handicap accessible",
1271,914,914,"Handicap accessible",
1272,915,915,"Handicap accessible",
1273,916,916,"Handicap accessible",
1274,917,917,"Handicap accessible",
1275,918,918,"Handicap accessible",
1276,919,919,"Handicap accessible",
1277,920,920,"Handicap accessible",
1278,921,921,"Handicap accessible",
1279,923,923,"Handicap accessible",
1280,924,924,"Handicap accessible",
1281,925,925,"Handicap accessible",
1282,926,926,,
1283,927,927,,
1284,928,928,,
1285,929,929,,
1286,934,934,,
1287,935,935,"Handicap accessible",
1288,936,936,,
1289,938,938,,
1290,941,941,,
1291,942,942,,
1292,943,943,,
1293,944,944,"Handicap accessible",
1294,945,945,"Handicap accessible",
1295,946,946,,
1296,950,950,,
1297,952,952,"Handicap accessible",
1298,953,953,"Handicap accessible",
1299,954,954,"Handicap accessible",
1300,955,955,,
1301,956,956,,
1302,957,957,,
1303,958,958,,
1304,959,959,"Handicap accessible",
1305,960,960,"Handicap accessible",
1306,962,962,"Handicap accessible",
1307,964,964,"Handicap accessible",
1308,965,965,"Handicap accessible",
1309,966,966,,
1310,981,981,,
1311,982,982,,
1312,983,983,,
1313,984,984,"Handicap accessible",
1314,1105,1105,,
1315,1106,1106,,
1316,1108,1108,,
1317,1112,1112,,
1318,1113,1113,"Handicap accessible",
1319,1118,1118,,
1320,1119,1119,,
1321,1121,1121,,
1322,1124,1124,,
1323,1125,1125,,
1324,1126,1126,,
1325,1127,1127,,
1326,1129,1129,,
1327,1130,1130,"Handicap accessible",
1328,1131,1131,,
1329,1135,1135,,
1330,1157,1157,,
1331,1158,1158,,
1332,1159,1159,"Handicap accessible",
1333,1160,1160,"Handicap accessible",
1334,1161,1161,"Handicap accessible",
1335,1163,1163,"Handicap accessible",
1336,1164,1164,"Handicap accessible",
1337,1165,1165,"Handicap accessible",
1338,1166,1166,"Handicap accessible",
1339,1167,1167,,
1340,1168,1168,,
1341,1183,1183,"Handicap accessible",
1342,1187,1187,,
1343,1191,1191,,
1344,1192,1192,,
1345,1194,1194,,
1346,1206,1206,"Handicap accessible",
1347,1208,1208,"Handicap accessible",
1348,1210,1210,,
1349,1213,1213,,
1350,1214,1214,,
1351,1216,1216,"Handicap accessible",
1352,1219,1219,,
1353,1220,1220,"Handicap accessible",
1354,1221,1221,,
1355,1222,1222,"Handicap accessible",
1356,1223,1223,"Handicap accessible",
1357,1225,1225,,
1358,1226,1226,"Handicap accessible",
1359,1227,1227,"Handicap accessible",
1360,1228,1228,"Handicap accessible",
1361,1230,1230,"Handicap accessible",
1362,1232,1232,"Handicap accessible",
1363,1233,1233,,
1364,1234,1234,,
1365,1237,1237,"Handicap accessible",
1366,1241,1241,,
1367,1242,1242,,
1368,1243,1243,,
1369,1245,1245,,
1370,1246,1246,,
1371,1247,1247,,
1372,1249,1249,"Handicap accessible",
1373,1251,1251,"Handicap accessible",
1374,1252,1252,,
1375,1253,1253,,
1376,1254,1254,"Handicap accessible",
1377,1255,1255,,
1378,1256,1256,,
1379,1259,1259,,
1380,1260,1260,,
1381,1391,1391,,
1382,1392,1392,,
1383,1393,1393,"Handicap accessible",
1384,1394,1394,,
1385,1401,1401,"Handicap accessible",
1386,1402,1402,,
1387,1405,1405,,
1388,1407,1407,,
1389,1415,1415,,
1390,1428,1428,,
1391,1430,1430,,
1392,1431,1431,,
1393,1432,1432,,
1394,1437,1437,,
1395,1438,1438,,
1396,1439,1439,,
1397,1440,1440,,
1398,1441,1441,,
1399,1442,1442,,
1400,1443,1443,,
1401,1445,1445,,
1402,1447,1447,,
1403,1449,1449,,
1404,1450,1450,,
1405,1451,1451,,
1406,1456,1456,,
1407,1457,1457,,
1408,1460,1460,,
1409,1461,1461,,
1410,1462,1462,,
1411,1463,1463,,
1412,1465,1465,,
1413,1468,1468,"Handicap accessible",
1414,1469,1469,"Handicap accessible",
1415,1470,1470,"Handicap accessible",
1416,1471,1471,,
1417,1472,1472,"Handicap accessible",
1418,1473,1473,,
1419,1474,1474,,
1420,1476,1476,,
1421,1477,1477,,
1422,1479,1479,,
1423,1483,1483,,
1424,1484,1484,,
1425,1492,1492,"Handicap accessible",
1426,1493,1493,,
1427,1495,1495,"Handicap accessible",
1428,1496,1496,,
1429,1500,1500,,
1430,1503,1503,,
1431,1506,1506,,
1432,1507,1507,,
1433,1509,1509,,
1434,1510,1510,,
1435,1511,1511,,
1436,1512,1512,,
1437,1514,1514,,
1438,1516,1516,,
1439,1517,1517,,
1440,1518,1518,,
1441,1520,1520,,
1442,1521,1521,,
1443,1522,1522,,
1444,1524,1524,,
1445,1526,1526,,
1446,1527,1527,,
1447,1528,1528,,
1448,1529,1529,,
1449,1532,1532,,
1450,1533,1533,,
1451,1534,1534,"Handicap accessible",
1452,1538,1538,,
1453,1539,1539,,
1454,1540,1540,,
1455,1541,1541,,
1456,1543,1543,,
1457,1545,1545,,
1458,1546,1546,,
1459,1547,1547,,
1460,1548,1548,,
1461,1550,1550,,
1462,1551,1551,,
1463,1552,1552,,
1464,1555,1555,,
1465,1730,1730,,
1466,1731,1731,,
1467,1732,1732,,
1468,1733,1733,,
1469,1736,1736,,
1470,1737,1737,,
1471,1740,1740,,
1472,1742,1742,,
1473,1743,1743,,
1474,1745,1745,,
1475,1746,1746,,
1476,1747,1747,,
1477,1753,1753,"Handicap accessible",
1478,1755,1755,,
1479,1756,1756,,
1480,1762,1762,,
1481,1763,1763,"Handicap accessible",
1482,1764,1764,,
1483,1765,1765,,
1484,1766,1766,,
1485,1767,1767,,
1486,1768,1768,"Handicap accessible",
1487,1769,1769,,
1488,1770,1770,,
1489,1771,1771,,
1490,1772,1772,,
1491,1773,1773,,
1492,1774,1774,,
1493,1775,1775,,
1494,1776,1776,,
1495,1778,1778,,
1496,1779,1779,,
1497,1780,1780,,
1498,1781,1781,,
1499,1782,1782,,
1500,1783,1783,,
1501,1784,1784,,
1502,1785,1785,,
1503,1786,1786,,
1504,1787,1787,,
1505,1788,1788,,
1506,1789,1789,,
1507,1790,1790,,
1508,1791,1791,,
1509,1792,1792,,
1510,1793,1793,,
1511,1795,1795,,
1512,1796,1796,,
1513,1797,1797,,
1514,1798,1798,,
1515,1799,1799,,
1516,1800,1800,,
1517,1801,1801,,
1518,1802,1802,,
1519,1803,1803,,
1520,1804,1804,,
1521,1805,1805,,
1522,1806,1806,,
1523,1807,1807,,
1524,1812,1812,,
1525,1815,1815,,
1526,1816,1816,,
1527,1817,1817,,
1528,1818,1818,,
1529,1820,1820,,
1530,1822,1822,"Handicap accessible",
1531,1823,1823,"Handicap accessible",
1532,1824,1824,"Handicap accessible",
1533,1826,1826,,
1534,1827,1827,"Handicap accessible",
1535,1829,1829,"Handicap accessible",
1536,1830,1830,"Handicap accessible",
1537,1831,1831,"Handicap accessible",
1538,1834,1834,"Handicap accessible",
1539,1836,1836,,
1540,1839,1839,"Handicap accessible",
1541,1842,1842,"Handicap accessible",
1542,1844,1844,"Handicap accessible",
1543,1845,1845,"Handicap accessible",
1544,1852,1852,"Handicap accessible",
1545,1854,1854,"Handicap accessible",
1546,1855,1855,,
1547,1856,1856,,
1548,1857,1857,,
1549,2090,2090,,
1550,2097,2097,"Handicap accessible",
1551,2099,2099,"Handicap accessible",
1552,2100,2100,"Handicap accessible",
1553,2103,2103,"Handicap accessible",
1554,2105,2105,,
1555,2106,2106,"Handicap accessible",
1556,2107,2107,"Handicap accessible",
1557,2108,2108,,
1558,2109,2109,"Handicap accessible",
1559,2116,2116,,
1560,2125,2125,,
1561,2127,2127,,
1562,2128,2128,,
1563,2130,2130,,
1564,2132,2132,,
1565,2134,2134,,
1566,2144,2144,,
1567,2145,2145,"Handicap accessible",
1568,2147,2147,"Handicap accessible",
1569,2152,2152,,
1570,2153,2153,,
1571,2154,2154,,
1572,2155,2155,,
1573,2156,2156,,
1574,2158,2158,"Handicap accessible",
1575,2168,2168,,
1576,2170,2170,,
1577,2171,2171,,
1578,2175,2175,,
1579,2177,2177,,
1580,2178,2178,"Handicap accessible",
1581,2179,2179,"Handicap accessible",
1582,2181,2181,,
1583,2182,2182,,
1584,2183,2183,,
1585,2185,2185,,
1586,2186,2186,,
1587,2187,2187,,
1588,2189,2189,"Handicap accessible",
1589,2191,2191,,
1590,2192,2192,,
1591,2193,2193,,
1592,2194,2194,,
1593,2196,2196,,
1594,2197,2197,,
1595,2198,2198,"Handicap accessible",
1596,2205,2205,,
1597,2207,2207,,
1598,2208,2208,,
1599,2209,2209,"Handicap accessible",
1600,2211,2211,"Handicap accessible",
1601,2212,2212,"Handicap accessible",
1602,2220,2220,,
1603,2222,2222,"Handicap accessible",
1604,2227,2227,,
1605,2229,2229,"Handicap accessible",
1606,2230,2230,"Handicap accessible",
1607,2234,2234,,
1608,2236,2236,"Handicap accessible",
1609,2239,2239,,
1610,2241,2241,"Handicap accessible",
1611,2244,2244,"Handicap accessible",
1612,2254,2254,"Handicap accessible",
1613,2255,2255,"Handicap accessible",
1614,2256,2256,"Handicap accessible",
1615,2257,2257,"Handicap accessible",
1616,2258,2258,,
1617,2606,2606,,
1618,2608,2608,"Handicap accessible",
1619,2612,2612,,
1620,2613,2613,,
1621,2615,2615,,
1622,2616,2616,,
1623,2617,2617,"Handicap accessible",
1624,2619,2619,"Handicap accessible",
1625,2626,2626,"Handicap accessible",
1626,2627,2627,,
1627,2628,2628,"Handicap accessible",
1628,2633,2633,,
1629,2637,2637,,
1630,2638,2638,,
1631,2645,2645,"Handicap accessible",
1632,2646,2646,"Handicap accessible",
1633,2649,2649,"Handicap accessible",
1634,2650,2650,"Handicap accessible",
1635,2651,2651,"Handicap accessible",
1636,2652,2652,,
1637,2654,2654,"Handicap accessible",
1638,2659,2659,,
1639,2660,2660,"Handicap accessible",
1640,2661,2661,,
1641,2662,2662,,
1642,2664,2664,"Handicap accessible",
1643,2666,2666,"Handicap accessible",
1644,2667,2667,"Handicap accessible",
1645,2669,2669,,
1646,2671,2671,"Handicap accessible",
1647,2672,2672,"Handicap accessible",
1648,2675,2675,"Handicap accessible",
1649,2684,2684,,
1650,2685,2685,,
1651,2690,2690,,
1652,2691,2691,,
1653,2692,2692,,
1654,2693,2693,,
1655,2694,2694,,
1656,2695,2695,"Handicap accessible",
1657,2699,2699,,
1658,2700,2700,,
1659,2706,2706,,
1660,2707,2707,,
1661,2708,2708,,
1662,2713,2713,"Handicap accessible",
1663,2714,2714,"Handicap accessible",
1664,2715,2715,"Handicap accessible",
1665,2716,2716,"Handicap accessible",
1666,2717,2717,"Handicap accessible",
1667,2719,2719,"Handicap accessible",
1668,2722,2722,,
1669,2724,2724,"Handicap accessible",
1670,2727,2727,"Handicap accessible",
1671,2733,2733,"Handicap accessible",
1672,2744,2744,"Handicap accessible",
1673,2752,2752,"Handicap accessible",
1674,2753,2753,,
1675,2755,2755,,
1676,2757,2757,,
1677,2758,2758,,
1678,2891,2891,,
1679,2893,2893,,
1680,2894,2894,"Handicap accessible",
1681,2895,2895,"Handicap accessible",
1682,2896,2896,"Handicap accessible",
1683,2897,2897,"Handicap accessible",
1684,2898,2898,"Handicap accessible",
1685,2900,2900,"Handicap accessible",
1686,2901,2901,"Handicap accessible",
1687,2902,2902,"Handicap accessible",
1688,2904,2904,,
1689,2906,2906,"Handicap accessible",
1690,2908,2908,"Handicap accessible",
1691,2909,2909,"Handicap accessible",
1692,2910,2910,"Handicap accessible",
1693,2911,2911,"Handicap accessible",
1694,2912,2912,"Handicap accessible",
1695,2913,2913,"Handicap accessible",
1696,2914,2914,"Handicap accessible",
1697,2915,2915,"Handicap accessible",
1698,2917,2917,"Handicap accessible",
1699,2918,2918,"Handicap accessible",
1700,2922,2922,,
1701,2923,2923,,
1702,2924,2924,,
1703,2928,2928,,
1704,2929,2929,,
1705,2932,2932,"Handicap accessible",
1706,2934,2934,,
1707,2935,2935,,
1708,2936,2936,,
1709,2938,2938,,
1710,2942,2942,,
1711,2943,2943,,
1712,2944,2944,,
1713,2945,2945,,
1714,2948,2948,,
1715,2949,2949,"Handicap accessible",
1716,2952,2952,,
1717,2953,2953,,
1718,2955,2955,,
1719,2956,2956,,
1720,2957,2957,,
1721,2958,2958,,
1722,2959,2959,,
1723,2960,2960,,
1724,2962,2962,,
1725,2963,2963,,
1726,2964,2964,,
1727,2965,2965,,
1728,2966,2966,,
1729,2967,2967,,
1730,2968,2968,,
1731,2969,2969,,
1732,2970,2970,,
1733,2971,2971,,
1734,2972,2972,,
1735,2973,2973,,
1736,2974,2974,,
1737,2975,2975,,
1738,2976,2976,,
1739,2977,2977,,
1740,3156,3156,,
1741,3162,3162,,
1742,3167,3167,,
1743,3169,3169,,
1744,3171,3171,,
1745,3172,3172,,
1746,3174,3174,,
1747,3176,3176,,
1748,3177,3177,,
1749,3179,3179,,
1750,3189,3189,,
1751,3190,3190,,
1752,3191,3191,"Handicap accessible",
1753,3195,3195,,
1754,3196,3196,,
1755,3197,3197,,
1756,3198,3198,,
1757,3205,3205,,
1758,3207,3207,,
1759,3209,3209,,
1760,3211,3211,,
1761,3212,3212,,
1762,3221,3221,,
1763,3228,3228,"Handicap accessible",
1764,3229,3229,"Handicap accessible",
1765,3230,3230,,
1766,3231,3231,"Handicap accessible",
1767,3232,3232,"Handicap accessible",
1768,3237,3237,,
1769,3239,3239,,
1770,3240,3240,,
1771,3241,3241,,
1772,3242,3242,,
1773,3244,3244,,
1774,3255,3255,,
1775,3256,3256,,
1776,3257,3257,,
1777,3258,3258,,
1778,3259,3259,,
1779,3260,3260,,
1780,3262,3262,"Handicap accessible",
1781,3278,3278,,
1782,3279,3279,,
1783,3280,3280,,
1784,3281,3281,,
1785,3284,3284,,
1786,3286,3286,,
1787,3288,3288,"Handicap accessible",
1788,3292,3292,"Handicap accessible",
1789,3297,3297,"Handicap accessible",
1790,3307,3307,,
1791,3309,3309,,
1792,3313,3313,,
1793,3314,3314,,
1794,3315,3315,,
1795,3316,3316,,
1796,3317,3317,,
1797,3319,3319,,
1798,3320,3320,,
1799,3333,3333,,
1800,3335,3335,"Handicap accessible",
1801,3336,3336,"Handicap accessible",
1802,3337,3337,"Handicap accessible",
1803,3339,3339,"Handicap accessible",
1804,3340,3340,"Handicap accessible",
1805,3342,3342,,
1806,3343,3343,,
1807,3347,3347,"Handicap accessible",
1808,3348,3348,,
1809,3349,3349,"Handicap accessible",
1810,3351,3351,"Handicap accessible",
1811,3538,3538,,
1812,3543,3543,,
1813,3545,3545,"Handicap accessible",
1814,3546,3546,"Handicap accessible",
1815,3549,3549,,
1816,3550,3550,,
1817,3551,3551,,
1818,3552,3552,,
1819,3553,3553,,
1820,3577,3577,"Handicap accessible",
1821,3579,3579,,
1822,3583,3583,,
1823,3585,3585,,
1824,3588,3588,,
1825,3595,3595,"Handicap accessible",
1826,3599,3599,,
1827,3601,3601,,
1828,3603,3603,,
1829,3610,3610,"Handicap accessible",
1830,3611,3611,,
1831,3616,3616,"Handicap accessible",
1832,3620,3620,,
1833,3624,3624,,
1834,3626,3626,"Handicap accessible",
1835,3627,3627,"Handicap accessible",
1836,3638,3638,"Handicap accessible",
1837,3639,3639,"Handicap accessible",
1838,3642,3642,"Handicap accessible",
1839,3644,3644,"Handicap accessible",
1840,3646,3646,,
1841,3655,3655,,
1842,3670,3670,,
1843,3671,3671,,
1844,3672,3672,,
1845,3673,3673,,
1846,3675,3675,,
1847,3678,3678,,
1848,3681,3681,,
1849,3682,3682,,
1850,3701,3701,,
1851,3731,3731,"Handicap accessible",
1852,3732,3732,"Handicap accessible",
1853,3734,3734,"Handicap accessible",
1854,3786,3786,,
1855,3787,3787,,
1856,3788,3788,,
1857,3790,3790,"Handicap accessible",
1858,3795,3795,,
1859,3797,3797,,
1860,3803,3803,,
1861,3804,3804,,
1862,3805,3805,,
1863,3806,3806,,
1864,3807,3807,,
1865,3811,3811,,
1866,3813,3813,,
1867,3815,3815,,
1868,3817,3817,"Handicap accessible",
1869,3821,3821,,
1870,3822,3822,,
1871,3823,3823,,
1872,3824,3824,,
1873,3825,3825,,
1874,3826,3826,,
1875,3828,3828,"Handicap accessible",
1876,3829,3829,"Handicap accessible",
1877,3830,3830,"Handicap accessible",
1878,4099,4099,,
1879,4100,4100,,
1880,4103,4103,,
1881,4104,4104,,
1882,4105,4105,"Handicap accessible",
1883,4109,4109,"Handicap accessible",
1884,4113,4113,,
1885,4117,4117,"Handicap accessible",
1886,4118,4118,"Handicap accessible",
1887,4119,4119,"Handicap accessible",
1888,4120,4120,,
1889,4121,4121,,
1890,4123,4123,,
1891,4125,4125,"Handicap accessible",
1892,4127,4127,"Handicap accessible",
1893,4130,4130,,
1894,4137,4137,"Handicap accessible",
1895,4151,4151,,
1896,4159,4159,"Handicap accessible",
1897,4166,4166,,
1898,4167,4167,"Handicap accessible",
1899,4168,4168,"Handicap accessible",
1900,4169,4169,"Handicap accessible",
1901,4170,4170,"Handicap accessible",
1902,4179,4179,,
1903,4181,4181,"Handicap accessible",
1904,4182,4182,"Handicap accessible",
1905,4187,4187,,
1906,4189,4189,,
1907,4193,4193,"Handicap accessible",
1908,4194,4194,"Handicap accessible",
1909,4195,4195,"Handicap accessible",
1910,4197,4197,,
1911,4198,4198,,
1912,4199,4199,,
1913,4200,4200,,
1914,4204,4204,"Handicap accessible",
1915,4210,4210,"Handicap accessible",
1916,4214,4214,"Handicap accessible",
1917,4217,4217,,
1918,4226,4226,"Handicap accessible",
1919,4228,4228,"Handicap accessible",
1920,4230,4230,"Handicap accessible",
1921,4231,4231,,
1922,4234,4234,"Handicap accessible",
1923,4237,4237,"Handicap accessible",
1924,4241,4241,,
1925,4248,4248,"Handicap accessible",
1926,4249,4249,,
1927,4251,4251,,
1928,4253,4253,,
1929,4254,4254,"Handicap accessible",
1930,4256,4256,"Handicap accessible",
1931,4258,4258,"Handicap accessible",
1932,4260,4260,"Handicap accessible",
1933,4261,4261,"Handicap accessible",
1934,4267,4267,"Handicap accessible",
1935,4271,4271,"Handicap accessible",
1936,4276,4276,"Handicap accessible",
1937,4280,4280,,
1938,4284,4284,,
1939,4285,4285,,
1940,4286,4286,,
1941,4815,4815,,
1942,4831,4831,,
1943,4834,4834,,
1944,4839,4839,,
1945,4841,4841,,
1946,4862,4862,,
1947,4868,4868,,
1948,4871,4871,,
1949,4873,4873,,
1950,4882,4882,,
1951,4883,4883,,
1952,4890,4890,,
1953,4892,4892,"Handicap accessible",
1954,4896,4896,,
1955,4902,4902,,
1956,4904,4904,,
1957,4906,4906,,
1958,4908,4908,,
1959,4914,4914,"Handicap accessible",
1960,4915,4915,,
1961,4916,4916,"Handicap accessible",
1962,4918,4918,"Handicap accessible",
1963,4919,4919,,
1964,4921,4921,"Handicap accessible",
1965,4926,4926,,
1966,4934,4934,,
1967,4936,4936,,
1968,4939,4939,"Handicap accessible",
1969,4948,4948,,
1970,4949,4949,"Handicap accessible",
1971,4959,4959,,
1972,4971,4971,"Handicap accessible",
1973,4976,4976,"Handicap accessible",
1974,4980,4980,,
1975,4981,4981,,
1976,4996,4996,"Handicap accessible",
1977,4999,4999,,
1978,5001,5001,,
1979,5002,5002,,
1980,5005,5005,,
1981,5007,5007,,
1982,5008,5008,,
1983,5012,5012,,
1984,5014,5014,,
1985,5015,5015,,
1986,5016,5016,,
1987,5017,5017,"Handicap accessible",
1988,5020,5020,"Handicap accessible",
1989,5022,5022,,
1990,5023,5023,,
1991,5024,5024,,
1992,5028,5028,,
1993,5030,5030,"Handicap accessible",
1994,5031,5031,"Handicap accessible",
1995,5034,5034,,
1996,5035,5035,,
1997,5038,5038,"Handicap accessible",
1998,5040,5040,"Handicap accessible",
1999,5041,5041,"Handicap accessible",
2000,5043,5043,"Handicap accessible",
2001,5048,5048,,
2002,5050,5050,,
2003,5053,5053,,
2004,5054,5054,,
2005,5055,5055,,
2006,5057,5057,"Handicap accessible",
2007,5059,5059,"Handicap accessible",
2008,5064,5064,,
2009,5065,5065,,
2010,5066,5066,,
2011,5207,5207,,
2012,5209,5209,,
2013,5211,5211,,
2014,5212,5212,,
2015,5214,5214,"Handicap accessible",
2016,5215,5215,,
2017,5218,5218,,
2018,5219,5219,,
2019,5222,5222,,
2020,5224,5224,,
2021,5231,5231,,
2022,5232,5232,,
2023,5233,5233,,
2024,5234,5234,,
2025,5235,5235,,
2026,5236,5236,,
2027,5237,5237,"Handicap accessible",
2028,5241,5241,,
2029,5248,5248,,
2030,5251,5251,"Handicap accessible",
2031,5260,5260,,
2032,5264,5264,"Handicap accessible",
2033,5267,5267,,
2034,5268,5268,,
2035,5270,5270,,
2036,5283,5283,"Handicap accessible",
2037,5294,5294,,
2038,5295,5295,,
2039,5297,5297,"Handicap accessible",
2040,5299,5299,,
2041,5300,5300,,
2042,5301,5301,,
2043,5302,5302,,
2044,5311,5311,,
2045,5313,5313,,
2046,5314,5314,,
2047,5317,5317,,
2048,5318,5318,,
2049,5319,5319,,
2050,5320,5320,,
2051,5321,5321,,
2052,5322,5322,,
2053,5323,5323,,
2054,5324,5324,,
2055,5328,5328,"Handicap accessible",
2056,5329,5329,,
2057,5341,5341,,
2058,5345,5345,,
2059,5346,5346,,
2060,5349,5349,"Handicap accessible",
2061,5350,5350,"Handicap accessible",
2062,5351,5351,"Handicap accessible",
2063,5352,5352,,
2064,5353,5353,,
2065,5355,5355,,
2066,5356,5356,,
2067,5357,5357,,
2068,5360,5360,,
2069,5362,5362,,
2070,5364,5364,,
2071,5577,5577,,
2072,5578,5578,"Handicap accessible",
2073,5579,5579,"Handicap accessible",
2074,5581,5581,"Handicap accessible",
2075,5582,5582,,
2076,5586,5586,,
2077,5587,5587,,
2078,5588,5588,"Handicap accessible",
2079,5590,5590,,
2080,5591,5591,,
2081,5593,5593,,
2082,5594,5594,,
2083,5595,5595,,
2084,5596,5596,,
2085,5597,5597,,
2086,5598,5598,,
2087,5600,5600,,
2088,5606,5606,,
2089,5607,5607,,
2090,5608,5608,,
2091,5609,5609,,
2092,5615,5615,,
2093,5618,5618,,
2094,5619,5619,,
2095,5625,5625,"Handicap accessible",
2096,5628,5628,,
2097,5629,5629,,
2098,5630,5630,"Handicap accessible",
2099,5633,5633,,
2100,5634,5634,,
2101,5641,5641,,
2102,5642,5642,"Handicap accessible",
2103,5643,5643,"Handicap accessible",
2104,5645,5645,"Handicap accessible",
2105,5646,5646,"Handicap accessible",
2106,5648,5648,,
2107,5650,5650,,
2108,5652,5652,"Handicap accessible",
2109,5655,5655,"Handicap accessible",
2110,5663,5663,,
2111,5672,5672,"Handicap accessible",
2112,5675,5675,,
2113,5676,5676,,
2114,5678,5678,,
2115,5680,5680,,
2116,5685,5685,,
2117,5691,5691,,
2118,5692,5692,,
2119,5693,5693,,
2120,5714,5714,"Handicap accessible",
2121,5718,5718,,
2122,5720,5720,"Handicap accessible",
2123,5723,5723,"Handicap accessible",
2124,5726,5726,"Handicap accessible",
2125,5736,5736,"Handicap accessible",
2126,5739,5739,"Handicap accessible",
2127,5740,5740,,
2128,5742,5742,,
2129,5743,5743,,
2130,5744,5744,,
2131,5745,5745,,
2132,5746,5746,,
2133,5747,5747,,
2134,5748,5748,,
2135,5749,5749,,
2136,5750,5750,,
2137,5752,5752,,
2138,5754,5754,"Handicap accessible",
2139,5755,5755,"Handicap accessible",
2140,5756,5756,,
2141,5758,5758,,
2142,5761,5761,,
2143,5762,5762,,
2144,5779,5779,"Handicap accessible",
2145,5787,5787,"Handicap accessible",
2146,2500,2500,,
2147,2503,2503,,
2148,2505,2505,,
2149,2506,2506,,
2150,2507,2507,,
2151,2508,2508,,
2152,2514,2514,,
2153,2515,2515,,
2154,2519,2519,"Handicap accessible",
