ID,id,location_id,service_id,language,flag
1084,912,912,912,Spanish,
1085,913,913,913,English,
1086,913,913,913,Spanish,
1087,914,914,914,English,
1088,914,914,914,Spanish,
1089,915,915,915,English,
1090,915,915,915,Spanish,
1091,916,916,916,English,
1092,916,916,916,Spanish,
1093,917,917,917,English,
1094,917,917,917,Spanish,
1095,918,918,918,English,
1096,918,918,918,Spanish,
1097,919,919,919,English,
1098,919,919,919,Spanish,
1099,920,920,920,English,
1100,920,920,920,Spanish,
1101,920,920,920,Creole,
1102,921,921,921,English,
1103,921,921,921,Spanish,
1104,923,923,923,English,
1105,923,923,923,Spanish,
1106,923,923,923,Creole,
1107,924,924,924,English,
1108,924,924,924,Spanish,
1109,924,924,924,Creole,
1110,925,925,925,English,
1111,925,925,925,Spanish,
1112,926,926,926,English,
1113,926,926,926,Spanish,
1114,926,926,926,Creole,
1115,927,927,927,English,
1116,927,927,927,Spanish,
1117,927,927,927,Creole,
1118,928,928,928,English,
1119,928,928,928,Spanish,
1120,928,928,928,Creole,
1121,929,929,929,English,
1122,929,929,929,Spanish,
1123,934,934,934,English,
1124,934,934,934,Spanish,
1125,935,935,935,English,
1126,935,935,935,Spanish,
1127,936,936,936,English,
1128,936,936,936,Spanish,
1129,936,936,936,Creole,
1130,938,938,938,English,
1131,938,938,938,Spanish,
1132,941,941,941,English,
1133,941,941,941,Spanish,
1134,941,941,941,Creole,
1135,942,942,942,English,
1136,942,942,942,Spanish,
1137,943,943,943,English,
1138,943,943,943,Spanish,
1139,944,944,944,English,
1140,944,944,944,Spanish,
1141,945,945,945,English,
1142,945,945,945,Spanish,
1143,946,946,946,English,
1144,946,946,946,Spanish,
1145,950,950,950,English,
1146,950,950,950,Spanish,
1147,952,952,952,English,
1148,952,952,952,Spanish,
1149,953,953,953,English,
1150,953,953,953,Spanish,
1151,954,954,954,English,
1152,954,954,954,Spanish,
1153,955,955,955,English,
1154,955,955,955,Spanish,
1155,956,956,956,English,
1156,956,956,956,Spanish,
1157,957,957,957,English,
1158,957,957,957,Spanish,
1159,958,958,958,English,
1160,958,958,958,Spanish,
1161,959,959,959,English,
1162,959,959,959,Spanish,
1163,959,959,959,Creole,
1164,960,960,960,English,
1165,960,960,960,Spanish,
1166,960,960,960,Creole,
1167,962,962,962,English,
1168,962,962,962,Spanish,
1169,962,962,962,Creole,
1170,964,964,964,English,
1171,964,964,964,Spanish,
1172,964,964,964,Creole,
1173,965,965,965,English,
1174,965,965,965,Spanish,
1175,965,965,965,Creole,
1176,966,966,966,English,
1177,966,966,966,Spanish,
1178,984,984,984,English,
1179,984,984,984,Spanish,
1180,984,984,984,Creole,
1181,985,985,985,English,
1182,985,985,985,Spanish,
1183,985,985,985,Creole,
1184,986,986,986,English,
1185,986,986,986,Spanish,
1186,986,986,986,Creole,
1187,991,991,991,English,
1188,991,991,991,Spanish,
1189,997,997,997,English,
1190,997,997,997,Spanish,
1191,997,997,997,"other languages available upon request",
1192,998,998,998,English,
1193,998,998,998,Spanish,
1194,999,999,999,English,
1195,999,999,999,Spanish,
1196,1001,1001,1001,English,
1197,1001,1001,1001,Spanish,
1198,1001,1001,1001,"\n\nLanguage line available",
1199,1002,1002,1002,English,
1200,1002,1002,1002,"Spanish\n\nOther languages available upon req",
1201,1003,1003,1003,English,
1202,1003,1003,1003,Spanish,
1203,1003,1003,1003,"language line available",
1204,1004,1004,1004,English,
1205,1004,1004,1004,Spanish,
1206,1005,1005,1005,English,
1207,1005,1005,1005,Spanish,
1208,1005,1005,1005,Creole,
1209,1005,1005,1005,"French (with translators available when requi",
1210,1006,1006,1006,English,
1211,1006,1006,1006,Spanish,
1212,1007,1007,1007,English,
1213,1007,1007,1007,Spanish,
1214,1007,1007,1007,Hebrew,
1215,1007,1007,1007,"French\n\nLanguage available upon request",
1216,1009,1009,1009,English,
1217,1009,1009,1009,Spanish,
1218,1009,1009,1009,Creole,
1219,1012,1012,1012,English,
1220,1012,1012,1012,Spanish,
1221,1013,1013,1013,English,
1222,1013,1013,1013,Spanish,
1223,1013,1013,1013,Creole,
1224,1014,1014,1014,English,
1225,1014,1014,1014,Spanish,
1226,1015,1015,1015,English,
1227,1015,1015,1015,Spanish,
1228,1016,1016,1016,English,
1229,1016,1016,1016,Spanish,
1230,1017,1017,1017,English,
1231,1017,1017,1017,Spanish,
1232,1019,1019,1019,English,
1233,1019,1019,1019,Spanish,
1234,1020,1020,1020,English,
1235,1020,1020,1020,Spanish,
1236,1021,1021,1021,English,
1237,1021,1021,1021,Spanish,
1238,1022,1022,1022,English,
1239,1022,1022,1022,Spanish,
1240,1025,1025,1025,English,
1241,1025,1025,1025,Spanish,
1242,1026,1026,1026,English,
1243,1026,1026,1026,Spanish,
1244,1027,1027,1027,English,
1245,1027,1027,1027,Spanish,
1246,1032,1032,1032,English,
1247,1032,1032,1032,Spanish,
1248,1035,1035,1035,English,
1249,1035,1035,1035,Spanish,
1250,1036,1036,1036,English,
1251,1036,1036,1036,Spanish,
1252,1037,1037,1037,English,
1253,1037,1037,1037,Spanish,
1254,1052,1052,1052,English,
1255,1054,1054,1054,English,
1256,1054,1054,1054,Spanish,
1257,1056,1056,1056,English,
1258,1056,1056,1056,Spanish,
1259,1057,1057,1057,English,
1260,1057,1057,1057,Spanish,
1261,1058,1058,1058,English,
1262,1063,1063,1063,English,
1263,1063,1063,1063,Spanish,
1264,1065,1065,1065,English,
1265,1065,1065,1065,Spanish,
1266,1066,1066,1066,English,
1267,1066,1066,1066,Spanish,
1268,1071,1071,1071,English,
1269,1071,1071,1071,Spanish,
1270,1071,1071,1071,Creole,
1271,1072,1072,1072,English,
1272,1072,1072,1072,Spanish,
1273,1072,1072,1072,Creole,
1274,1073,1073,1073,English,
1275,1073,1073,1073,Spanish,
1276,1073,1073,1073,Creole,
1277,1074,1074,1074,English,
1278,1074,1074,1074,Spanish,
1279,1075,1075,1075,English,
1280,1075,1075,1075,Spanish,
1281,1075,1075,1075,Creole,
1282,1076,1076,1076,English,
1283,1076,1076,1076,Spanish,
1284,1076,1076,1076,Creole,
1285,1077,1077,1077,English,
1286,1077,1077,1077,Spanish,
1287,1077,1077,1077,Creole,
1288,1078,1078,1078,English,
1289,1078,1078,1078,Spanish,
1290,1078,1078,1078,Portuguese,
1291,1078,1078,1078,"other languages available upon request",
1292,1080,1080,1080,English,
1293,1080,1080,1080,Spanish,
1294,1083,1083,1083,English,
1295,1083,1083,1083,Spanish,
1296,1083,1083,1083,Creole,
1297,1087,1087,1087,English,
1298,1087,1087,1087,Spanish,
1299,1087,1087,1087,Creole,
1300,1088,1088,1088,English,
1301,1088,1088,1088,Spanish,
1302,1095,1095,1095,English,
1303,1095,1095,1095,Spanish,
1304,1095,1095,1095,Creole,
1305,1096,1096,1096,English,
1306,1096,1096,1096,Spanish,
1307,1096,1096,1096,Creole,
1308,1097,1097,1097,English,
1309,1097,1097,1097,Spanish,
1310,1097,1097,1097,Creole,
1311,1098,1098,1098,English,
1312,1098,1098,1098,Spanish,
1313,1099,1099,1099,English,
1314,1099,1099,1099,Spanish,
1315,1099,1099,1099,Creole,
1316,1100,1100,1100,English,
1317,1100,1100,1100,Spanish,
1318,1100,1100,1100,Creole,
1319,1101,1101,1101,English,
1320,1101,1101,1101,Spanish,
1321,1101,1101,1101,Creole,
1322,1102,1102,1102,English,
1323,1102,1102,1102,Spanish,
1324,1102,1102,1102,Creole,
1325,1103,1103,1103,English,
1326,1103,1103,1103,Spanish,
1327,1103,1103,1103,Creole,
1328,1104,1104,1104,English,
1329,1104,1104,1104,Spanish,
1330,1104,1104,1104,Creole,
1331,1105,1105,1105,English,
1332,1105,1105,1105,Spanish,
1333,1106,1106,1106,English,
1334,1106,1106,1106,Spanish,
1335,1108,1108,1108,English,
1336,1108,1108,1108,Spanish,
1337,1108,1108,1108,Creole,
1338,1112,1112,1112,English,
1339,1112,1112,1112,Spanish,
1340,1113,1113,1113,English,
1341,1113,1113,1113,Spanish,
1342,1113,1113,1113,Creole,
1343,1118,1118,1118,English,
1344,1118,1118,1118,Spanish,
1345,1118,1118,1118,Creole,
1346,1119,1119,1119,English,
1347,1119,1119,1119,Spanish,
1348,1119,1119,1119,Creole,
1349,1121,1121,1121,English,
1350,1121,1121,1121,Spanish,
1351,1121,1121,1121,Creole,
1352,1124,1124,1124,English,
1353,1124,1124,1124,Spanish,
1354,1125,1125,1125,English,
1355,1125,1125,1125,Spanish,
1356,1126,1126,1126,English,
1357,1126,1126,1126,Spanish,
1358,1127,1127,1127,English,
1359,1127,1127,1127,Spanish,
1360,1129,1129,1129,English,
1361,1129,1129,1129,Spanish,
1362,1130,1130,1130,English,
1363,1130,1130,1130,Spanish,
1364,1131,1131,1131,English,
1365,1131,1131,1131,Spanish,
1366,1135,1135,1135,English,
1367,1135,1135,1135,Spanish,
1368,1135,1135,1135,Creole,
1369,1157,1157,1157,English,
1370,1157,1157,1157,Spanish,
1371,1158,1158,1158,English,
1372,1158,1158,1158,Spanish,
1373,1159,1159,1159,English,
1374,1159,1159,1159,Spanish,
1375,1160,1160,1160,English,
1376,1160,1160,1160,Spanish,
1377,1160,1160,1160,Creole,
1378,1163,1163,1163,English,
1379,1163,1163,1163,Spanish,
1380,1164,1164,1164,English,
1381,1164,1164,1164,Spanish,
1382,1164,1164,1164,Creole,
1383,1165,1165,1165,English,
1384,1165,1165,1165,Spanish,
1385,1166,1166,1166,English,
1386,1166,1166,1166,Spanish,
1387,1167,1167,1167,English,
1388,1167,1167,1167,Spanish,
1389,1168,1168,1168,English,
1390,1168,1168,1168,Spanish,
1391,1168,1168,1168,Creole,
1392,1183,1183,1183,English,
1393,1183,1183,1183,Spanish,
1394,1183,1183,1183,Creole,
1395,1187,1187,1187,English,
1396,1187,1187,1187,Spanish,
1397,1191,1191,1191,English,
1398,1191,1191,1191,"other languages available upon request",
1399,1192,1192,1192,English,
1400,1192,1192,1192,"other languages available upon request",
1401,1194,1194,1194,English,
1402,1206,1206,1206,English,
1403,1208,1208,1208,English,
1404,1208,1208,1208,Spanish,
1405,1208,1208,1208,Creole,
1406,1210,1210,1210,English,
1407,1210,1210,1210,Spanish,
1408,1210,1210,1210,Creole,
1409,1213,1213,1213,English,
1410,1213,1213,1213,Spanish,
1411,1214,1214,1214,English,
1412,1214,1214,1214,Spanish,
1413,1216,1216,1216,English,
1414,1216,1216,1216,Spanish,
1415,1216,1216,1216,Creole,
1416,1219,1219,1219,English,
1417,1219,1219,1219,Spanish,
1418,1219,1219,1219,Creole,
1419,1220,1220,1220,English,
1420,1220,1220,1220,Spanish,
1421,1220,1220,1220,Creole,
1422,1221,1221,1221,English,
1423,1221,1221,1221,Spanish,
1424,1222,1222,1222,English,
1425,1222,1222,1222,Spanish,
1426,1223,1223,1223,English,
1427,1223,1223,1223,Spanish,
1428,1223,1223,1223,Creole,
1429,1225,1225,1225,English,
1430,1225,1225,1225,Spanish,
1431,1226,1226,1226,English,
1432,1226,1226,1226,Spanish,
1433,1227,1227,1227,English,
1434,1227,1227,1227,Spanish,
1435,1228,1228,1228,English,
1436,1228,1228,1228,Spanish,
1437,1228,1228,1228,Creole,
1438,1230,1230,1230,English,
1439,1230,1230,1230,Spanish,
1440,1230,1230,1230,"Creole available upon request",
1441,1232,1232,1232,English,
1442,1232,1232,1232,Spanish,
1443,1233,1233,1233,English,
1444,1233,1233,1233,Spanish,
1445,1234,1234,1234,English,
1446,1234,1234,1234,Spanish,
1447,1237,1237,1237,English,
1448,1237,1237,1237,Spanish,
1449,1237,1237,1237,Creole,
1450,1241,1241,1241,English,
1451,1241,1241,1241,Spanish,
1452,1242,1242,1242,English,
1453,1242,1242,1242,Spanish,
1454,1243,1243,1243,English,
1455,1243,1243,1243,Spanish,
1456,1245,1245,1245,English,
1457,1245,1245,1245,Spanish,
1458,1246,1246,1246,English,
1459,1246,1246,1246,Spanish,
1460,1247,1247,1247,English,
1461,1247,1247,1247,Spanish,
1462,1249,1249,1249,English,
1463,1249,1249,1249,Spanish,
1464,1251,1251,1251,English,
1465,1251,1251,1251,Spanish,
1466,1251,1251,1251,Creole,
1467,1252,1252,1252,English,
1468,1252,1252,1252,Spanish,
1469,1252,1252,1252,"Creole (varies by location)",
1470,1253,1253,1253,English,
1471,1253,1253,1253,Spanish,
1472,1254,1254,1254,English,
1473,1254,1254,1254,Spanish,
1474,1255,1255,1255,English,
1475,1255,1255,1255,Spanish,
1476,1255,1255,1255,Creole,
1477,1256,1256,1256,English,
1478,1259,1259,1259,English,
1479,1259,1259,1259,Spanish,
1480,1259,1259,1259,Creole,
1481,1260,1260,1260,English,
1482,1260,1260,1260,Spanish,
1483,1260,1260,1260,Creole,
1484,1272,1272,1272,English,
1485,1272,1272,1272,Spanish,
1486,1273,1273,1273,English,
1487,1273,1273,1273,Spanish,
1488,1274,1274,1274,English,
1489,1274,1274,1274,Spanish,
1490,1274,1274,1274,Creole,
1491,1276,1276,1276,English,
1492,1276,1276,1276,Spanish,
1493,1278,1278,1278,English,
1494,1278,1278,1278,Spanish,
1495,1280,1280,1280,English,
1496,1280,1280,1280,Spanish,
1497,1289,1289,1289,English,
1498,1289,1289,1289,Spanish,
1499,1289,1289,1289,Creole,
1500,1289,1289,1289,"other languages available upon request.",
1501,1290,1290,1290,English,
1502,1290,1290,1290,Spanish,
1503,1290,1290,1290,Creole,
1504,1290,1290,1290,"other languages available upon request.",
1505,1291,1291,1291,English,
1506,1291,1291,1291,Spanish,
1507,1291,1291,1291,Creole,
1508,1292,1292,1292,English,
1509,1292,1292,1292,Spanish,
1510,1292,1292,1292,Creole,
1511,1295,1295,1295,English,
1512,1295,1295,1295,Spanish,
1513,1296,1296,1296,English,
1514,1296,1296,1296,Spanish,
1515,1297,1297,1297,English,
1516,1297,1297,1297,Spanish,
1517,1297,1297,1297,French,
1518,1298,1298,1298,English,
1519,1298,1298,1298,Spanish,
1520,1298,1298,1298,French,
1521,1299,1299,1299,English,
1522,1299,1299,1299,Spanish,
1523,1299,1299,1299,Creole,
1524,1301,1301,1301,English,
1525,1301,1301,1301,"Spanish (dependent on location and need)",
1526,1306,1306,1306,English,
1527,1306,1306,1306,Spanish,
1528,1306,1306,1306,Creole,
1529,1308,1308,1308,English,
1530,1308,1308,1308,Spanish,
1531,1308,1308,1308,French,
1532,1308,1308,1308,Creole,
1533,1309,1309,1309,English,
1534,1309,1309,1309,Spanish,
1535,1309,1309,1309,Creole,
1536,1310,1310,1310,English,
1537,1310,1310,1310,Spanish,
1538,1310,1310,1310,Creole,
1539,1311,1311,1311,English,
1540,1311,1311,1311,Spanish,
1541,1311,1311,1311,Creole,
1542,1312,1312,1312,English,
1543,1312,1312,1312,Spanish,
1544,1312,1312,1312,Creole,
1545,1313,1313,1313,English,
1546,1313,1313,1313,Spanish,
1547,1313,1313,1313,Creole,
1548,1316,1316,1316,English,
1549,1316,1316,1316,Spanish,
1550,1316,1316,1316,Creole,
1551,1317,1317,1317,English,
1552,1317,1317,1317,Spanish,
1553,1317,1317,1317,Creole,
1554,1318,1318,1318,English,
1555,1318,1318,1318,Spanish,
1556,1319,1319,1319,English,
1557,1319,1319,1319,Spanish,
1558,1319,1319,1319,Creole,
1559,1322,1322,1322,English,
1560,1322,1322,1322,Spanish,
1561,1322,1322,1322,Creole,
1562,1323,1323,1323,English,
1563,1323,1323,1323,Spanish,
1564,1323,1323,1323,Creole,
1565,1326,1326,1326,English,
1566,1326,1326,1326,Spanish,
1567,1333,1333,1333,English,
1568,1333,1333,1333,Spanish,
1569,1334,1334,1334,English,
1570,1334,1334,1334,Spanish,
1571,1335,1335,1335,English,
1572,1335,1335,1335,Spanish,
1573,1336,1336,1336,English,
1574,1336,1336,1336,Spanish,
1575,1337,1337,1337,English,
1576,1337,1337,1337,Spanish,
1577,1338,1338,1338,English,
1578,1338,1338,1338,Spanish,
1579,1339,1339,1339,English,
1580,1339,1339,1339,Spanish,
1581,1339,1339,1339,Creole,
1582,1339,1339,1339,French,
1583,1342,1342,1342,English,
1584,1342,1342,1342,Spanish,
1585,1342,1342,1342,Creole,
1586,1342,1342,1342,French,
1587,1343,1343,1343,English,
1588,1343,1343,1343,Spanish,
1589,1343,1343,1343,Creole,
1590,1343,1343,1343,French,
1591,1344,1344,1344,English,
1592,1344,1344,1344,Spanish,
1593,1344,1344,1344,Creole,
1594,1344,1344,1344,French,
1595,1348,1348,1348,English,
1596,1348,1348,1348,Spanish,
1597,1348,1348,1348,Creole,
1598,1349,1349,1349,English,
1599,1349,1349,1349,Spanish,
1600,1349,1349,1349,Creole,
1601,1351,1351,1351,English,
1602,1351,1351,1351,Spanish,
1603,1351,1351,1351,Creole,
1604,1352,1352,1352,English,
1605,1352,1352,1352,Spanish,
1606,1352,1352,1352,Creole,
1607,1353,1353,1353,English,
1608,1353,1353,1353,Spanish,
1609,1353,1353,1353,Creole,
1610,1353,1353,1353,"other languages available upon request",
1611,1355,1355,1355,English,
1612,1355,1355,1355,Spanish,
1613,1355,1355,1355,Creole,
1614,1356,1356,1356,English,
1615,1356,1356,1356,Spanish,
1616,1356,1356,1356,Creole,
1617,1357,1357,1357,English,
1618,1357,1357,1357,Spanish,
1619,1357,1357,1357,Creole,
1620,1358,1358,1358,English,
1621,1358,1358,1358,Spanish,
1622,1358,1358,1358,Creole,
1623,1359,1359,1359,English,
1624,1359,1359,1359,Spanish,
1625,1359,1359,1359,Creole,
1626,1360,1360,1360,English,
1627,1360,1360,1360,Spanish,
1628,1360,1360,1360,French,
1629,1360,1360,1360,Creole,
1630,1360,1360,1360,Hebrew,
1631,1361,1361,1361,English,
1632,1361,1361,1361,Spanish,
1633,1362,1362,1362,English,
1634,1365,1365,1365,English,
1635,1365,1365,1365,Spanish,
1636,1365,1365,1365,Creole,
1637,1367,1367,1367,English,
1638,1367,1367,1367,Spanish,
1639,1368,1368,1368,English,
1640,1372,1372,1372,English,
1641,1372,1372,1372,Spanish,
1642,1372,1372,1372,Creole,
1643,1373,1373,1373,English,
1644,1373,1373,1373,Spanish,
1645,1375,1375,1375,English,
1646,1375,1375,1375,Spanish,
1647,1375,1375,1375,Creole,
1648,1376,1376,1376,English,
1649,1376,1376,1376,Spanish,
1650,1376,1376,1376,Creole,
1651,1378,1378,1378,English,
1652,1378,1378,1378,Spanish,
1653,1379,1379,1379,English,
1654,1379,1379,1379,Spanish,
1655,1380,1380,1380,English,
1656,1380,1380,1380,Spanish,
1657,1380,1380,1380,Creole,
1658,1381,1381,1381,English,
1659,1381,1381,1381,Spanish,
1660,1381,1381,1381,Creole,
1661,1384,1384,1384,English,
1662,1384,1384,1384,Spanish,
1663,1384,1384,1384,Creole,
1664,1385,1385,1385,English,
1665,1385,1385,1385,Spanish,
1666,1385,1385,1385,Creole,
1667,1391,1391,1391,English,
1668,1391,1391,1391,Spanish,
1669,1391,1391,1391,Creole,
1670,1392,1392,1392,English,
1671,1392,1392,1392,Spanish,
1672,1393,1393,1393,English,
1673,1393,1393,1393,Spanish,
1674,1394,1394,1394,English,
1675,1394,1394,1394,Spanish,
1676,1401,1401,1401,English,
1677,1401,1401,1401,Creole,
1678,1401,1401,1401,Spanish,
1679,1402,1402,1402,English,
1680,1402,1402,1402,Spanish,
1681,1402,1402,1402,Creole,
1682,1405,1405,1405,English,
1683,1405,1405,1405,Spanish,
1684,1407,1407,1407,English,
1685,1415,1415,1415,English,
1686,1415,1415,1415,Spanish,
1687,1428,1428,1428,English,
1688,1428,1428,1428,Spanish,
1689,1430,1430,1430,English,
1690,1430,1430,1430,Spanish,
1691,1431,1431,1431,English,
1692,1431,1431,1431,Spanish,
1693,1432,1432,1432,English,
1694,1432,1432,1432,Spanish,
1695,1437,1437,1437,English,
1696,1437,1437,1437,Spanish,
1697,1437,1437,1437,Creole,
1698,1438,1438,1438,English,
1699,1438,1438,1438,Spanish,
1700,1438,1438,1438,Creole,
1701,1438,1438,1438,"translation services available.",
1702,1439,1439,1439,English,
1703,1439,1439,1439,Spanish,
1704,1440,1440,1440,English,
1705,1440,1440,1440,Spanish,
1706,1440,1440,1440,Creole,
1707,1441,1441,1441,English,
1708,1441,1441,1441,Spanish,
1709,1442,1442,1442,English,
1710,1442,1442,1442,Spanish,
1711,1445,1445,1445,English,
1712,1445,1445,1445,Spanish,
1713,1447,1447,1447,English,
1714,1447,1447,1447,Spanish,
1715,1447,1447,1447,Creole,
1716,1449,1449,1449,English,
1717,1449,1449,1449,Spanish,
1718,1449,1449,1449,Creole,
1719,1449,1449,1449,French,
1720,1450,1450,1450,English,
1721,1450,1450,1450,Spanish,
1722,1450,1450,1450,Creole,
1723,1450,1450,1450,French,
1724,1451,1451,1451,English,
1725,1451,1451,1451,Spanish,
1726,1451,1451,1451,Creole,
1727,1456,1456,1456,English,
1728,1456,1456,1456,Spanish,
1729,1457,1457,1457,English,
1730,1457,1457,1457,Spanish,
1731,1460,1460,1460,English,
1732,1461,1461,1461,English,
1733,1461,1461,1461,Spanish,
1734,1461,1461,1461,Creole,
1735,1462,1462,1462,English,
1736,1462,1462,1462,Spanish,
1737,1462,1462,1462,Creole,
1738,1463,1463,1463,English,
1739,1463,1463,1463,Spanish,
1740,1463,1463,1463,Creole,
1741,1465,1465,1465,English,
1742,1465,1465,1465,Spanish,
1743,1465,1465,1465,"translation services available",
1744,1468,1468,1468,English,
1745,1468,1468,1468,Spanish,
1746,1468,1468,1468,"Other languages available",
1747,1469,1469,1469,English,
1748,1469,1469,1469,Spanish,
1749,1470,1470,1470,English,
1750,1470,1470,1470,Spanish,
1751,1471,1471,1471,English,
1752,1472,1472,1472,English,
1753,1472,1472,1472,Spanish,
1754,1473,1473,1473,English,
1755,1474,1474,1474,English,
1756,1476,1476,1476,English,
1757,1477,1477,1477,English,
1758,1479,1479,1479,English,
1759,1483,1483,1483,English,
1760,1483,1483,1483,Spanish,
1761,1484,1484,1484,English,
1762,1484,1484,1484,"170 other languages",
1763,1492,1492,1492,English,
1764,1492,1492,1492,Spanish,
1765,1492,1492,1492,Creole,
1766,1493,1493,1493,English,
1767,1493,1493,1493,Spanish,
1768,1493,1493,1493,Creole,
1769,1495,1495,1495,English,
1770,1495,1495,1495,Spanish,
1771,1495,1495,1495,Creole,
1772,1496,1496,1496,English,
1773,1496,1496,1496,Spanish,
1774,1496,1496,1496,Creole,
1775,1500,1500,1500,English,
1776,1503,1503,1503,,
1777,1506,1506,1506,English,
1778,1506,1506,1506,Spanish,
1779,1506,1506,1506,Creole,
1780,1507,1507,1507,English,
1781,1507,1507,1507,Spanish,
1782,1507,1507,1507,Creole,
1783,1509,1509,1509,English,
1784,1509,1509,1509,Spanish,
1785,1510,1510,1510,English,
1786,1510,1510,1510,Spanish,
1787,1511,1511,1511,English,
1788,1511,1511,1511,Spanish,
1789,1512,1512,1512,English,
1790,1512,1512,1512,Spanish,
1791,1514,1514,1514,English,
1792,1514,1514,1514,Spanish,
1793,1514,1514,1514,Creole,
1794,1516,1516,1516,English,
1795,1516,1516,1516,Spanish,
1796,1517,1517,1517,English,
1797,1517,1517,1517,Spanish,
1798,1518,1518,1518,English,
1799,1518,1518,1518,Spanish,
1800,1520,1520,1520,English,
1801,1520,1520,1520,Spanish,
1802,1521,1521,1521,English,
1803,1521,1521,1521,Spanish,
1804,1522,1522,1522,English,
1805,1522,1522,1522,Spanish,
1806,1522,1522,1522,Creole,
1807,1524,1524,1524,English,
1808,1524,1524,1524,Spanish,
1809,1524,1524,1524,"other languages available upon request.",
1810,1526,1526,1526,English,
1811,1526,1526,1526,Spanish,
1812,1527,1527,1527,English,
1813,1527,1527,1527,Spanish,
1814,1527,1527,1527,Creole,
1815,1527,1527,1527,French,
1816,1528,1528,1528,English,
1817,1528,1528,1528,Spanish,
1818,1528,1528,1528,Creole,
1819,1529,1529,1529,English,
1820,1529,1529,1529,Spanish,
1821,1532,1532,1532,English,
1822,1533,1533,1533,English,
1823,1533,1533,1533,Spanish,
1824,1534,1534,1534,English,
1825,1534,1534,1534,Spanish,
1826,1538,1538,1538,English,
1827,1538,1538,1538,Spanish,
1828,1539,1539,1539,English,
1829,1539,1539,1539,Spanish,
1830,1539,1539,1539,"other languages available upon request",
1831,1540,1540,1540,English,
1832,1540,1540,1540,Spanish,
1833,1541,1541,1541,English,
1834,1541,1541,1541,Spanish,
1835,1543,1543,1543,English,
1836,1543,1543,1543,Spanish,
1837,1545,1545,1545,English,
1838,1545,1545,1545,Spanish,
1839,1546,1546,1546,English,
1840,1546,1546,1546,Spanish,
1841,1547,1547,1547,English,
1842,1548,1548,1548,English,
1843,1548,1548,1548,Spanish,
1844,1550,1550,1550,English,
1845,1551,1551,1551,English,
1846,1552,1552,1552,English,
1847,1552,1552,1552,"language line available for other languages",
1848,1555,1555,1555,English,
1849,1555,1555,1555,"other languages available upon request",
1850,1556,1556,1556,English,
1851,1556,1556,1556,"Spanish (Portuguese - publications only)",
1852,1557,1557,1557,English,
1853,1557,1557,1557,Spanish,
1854,1557,1557,1557,Creole,
1855,1558,1558,1558,English,
1856,1558,1558,1558,Spanish,
1857,1559,1559,1559,English,
1858,1559,1559,1559,Spanish,
1859,1559,1559,1559,Creole,
1860,1559,1559,1559,"Language translation line available",
1861,1561,1561,1561,English,
1862,1562,1562,1562,English,
1863,1562,1562,1562,Spanish,
1864,1562,1562,1562,"language line available",
1865,1571,1571,1571,English,
1866,1571,1571,1571,Spanish,
1867,1571,1571,1571,Creole,
1868,1571,1571,1571,"other languages available upon request.",
1869,1588,1588,1588,English,
1870,1588,1588,1588,Spanish,
1871,1588,1588,1588,Creole,
1872,1590,1590,1590,"English and Spanish",
1873,1591,1591,1591,English,
1874,1591,1591,1591,Spanish,
1875,1591,1591,1591,Creole,
1876,1592,1592,1592,English,
1877,1592,1592,1592,Spanish,
1878,1592,1592,1592,Creole,
1879,1593,1593,1593,English,
1880,1593,1593,1593,Spanish,
1881,1593,1593,1593,Hebrew,
1882,1594,1594,1594,English,
1883,1594,1594,1594,Spanish,
1884,1594,1594,1594,Hebrew,
1885,1595,1595,1595,English,
1886,1595,1595,1595,Spanish,
1887,1595,1595,1595,Hebrew,
1888,1596,1596,1596,English,
1889,1596,1596,1596,Spanish,
1890,1596,1596,1596,Hebrew,
1891,1599,1599,1599,English,
1892,1600,1600,1600,English,
1893,1600,1600,1600,Spanish,
1894,1603,1603,1603,English,
1895,1603,1603,1603,Spanish,
1896,1605,1605,1605,English,
1897,1605,1605,1605,Spanish,
1898,1605,1605,1605,"Creole with translators as needed",
1899,1607,1607,1607,English,
1900,1607,1607,1607,Spanish,
1901,1608,1608,1608,English,
1902,1608,1608,1608,Spanish,
1903,1609,1609,1609,English,
1904,1609,1609,1609,Spanish,
1905,1609,1609,1609,Creole,
1906,1609,1609,1609,"Hebrew. Interpreters available as needed.",
1907,1613,1613,1613,English,
1908,1613,1613,1613,Spanish,
1909,1613,1613,1613,"Translation services available as needed",
1910,1650,1650,1650,English,
1911,1650,1650,1650,Spanish,
1912,1650,1650,1650,Creole,
1913,1652,1652,1652,English,
1914,1652,1652,1652,Spanish,
1915,1652,1652,1652,Creole,
1916,1654,1654,1654,English,
1917,1654,1654,1654,Spanish,
1918,1654,1654,1654,Creole,
1919,1656,1656,1656,English,
1920,1656,1656,1656,Spanish,
1921,1656,1656,1656,Creole,
1922,1657,1657,1657,English,
1923,1657,1657,1657,Spanish,
1924,1657,1657,1657,Creole,
1925,1658,1658,1658,English,
1926,1658,1658,1658,Spanish,
1927,1658,1658,1658,Creole,
1928,1659,1659,1659,English,
1929,1659,1659,1659,Spanish,
1930,1660,1660,1660,English,
1931,1660,1660,1660,Spanish,
1932,1660,1660,1660,Creole,
1933,1666,1666,1666,English,
1934,1666,1666,1666,Spanish,
1935,1666,1666,1666,Creole,
1936,1666,1666,1666,"Others available upon request",
