id,service_id,location_id,service_at_location_id,weekday,opens_at,closes_at
348,"1313580838903453,920302771339848,1293112150353032,939239658768708",834887345290440,,,9:00AM,5:00PM
349,,818820237164190,,,6:00AM,2:00PM
350,1098880366371154,757770995905648,,,4:00PM,7:00PM
351,1098880366371154,1299927078956313,,,1:00PM,3:00PM
352,965489694318451,,,,1:00PM,3:00PM
353,"1305017069566679,772454821683547",,,,8:00AM,4:00PM
354,943841633351922,947434898715713,,,11:00AM,4:00PM
355,,629348329513757,,,8:30AM,6:30PM
356,596474071852609,909942619088980,,,9:00AM,4:00PM
357,,1183432963433388,,,8:30AM,4:30PM
358,637113061667348,629348329513757,,,9:00AM,1:00PM
359,888900193677833,,,,9:00AM,5:00PM
360,,1186823261288379,,,9:00AM,4:00PM
361,"1166106416739636,1220865966040605",,,,10:00AM,2:00PM
362,958476585509237,,,,12:00PM,
363,"1017815111476074,1220271139140877,1092577874332799,1135169686375345",1191890430739322,,,9:30AM,4:00PM
364,1080060911179544,,,,8:30AM,5:00PM
365,"859897161557047,747822750998769,784304581015971",1090162375763715,,,9:00AM,3:30PM
366,662641889613680,,,,8:30AM,5:00PM
367,"956817646477291,822106893088278,609582364629457,1060160690284572,800106312438349,743182672086208,995363917586083",1002753920993717,,,9:15AM,2:00PM
368,"859897161557047,747822750998769,784304581015971",1090162375763715,,,8:30AM,5:00PM
369,1107243553438801,,,,9:00AM,4:30PM
370,"978590256683513,647772152541651,647183151936796,1305546200651894,838774263465115,1298309949522497,1128282500996664,883344454564664,948283799474714,875517215179569",931886810745529,,,1:00PM,3:00PM
371,1287738688707705,813250237828389,,,11:00AM,4:00PM
372,1190183438277072,,,,4:45PM,5:45PM
373,871817666202986,,,,2:30PM,4:00PM
374,,1161498401444320,,,9:00AM,5:00PM
375,1311595168931297,987030255962297,,,7:00AM,12:00PM
376,,629348329513757,,,8:30AM,4:30PM
377,887937499803617,935220481179962,,,9:30AM,9:00PM
378,943841633351922,947434898715713,,,11:00AM,6:00PM
379,,,,,12:30PM,4:20PM
380,"573528188325499,1238532588650595,757654002604408,860779231100127,1128285304774272,1163310698125750",688457108968845,,,8:30AM,12:00PM
381,1267727721478414,1146632771763115,,,9:00AM,5:00PM
382,"1282487813090005,616047069998063,993493444765030,1141624870158332,1147690047097756,1280474482709655,588693422814528,821536701651146,619922899003410,1135905810909481,563588572334023,627760898509669,834471316045858,723134469644452,789912082269332,1342596886767460",,,,9:00AM,5:00PM
383,,1240567562394258,,,11:00AM,2:00PM
384,1224237784751973,947434898715713,,,6:30AM,6:00PM
385,920928473432747,790873813272838,,,8:30AM,4:00PM
386,1224237784751973,1262159504249540,,,7:00AM,6:00PM
387,,902696829688820,,,10:00AM,6:30PM
388,653858529595915,"955920420939787,948736838709158",,,9:00AM,1:00PM
389,775927218674309,,,,9:30AM,11:30AM
390,,1284966614626832,,,9:00AM,5:30PM
391,,875107767611380,,,8:30AM,5:30PM
392,1095230986476849,,,,8:30AM,4:00PM
393,"839260018674017,850061472824026,872556751746749,812376267113321,1197691835069647",,,,9:00AM,6:00PM
394,999007044535768,,,monday,18:45,20:48
395,999007044535768,,,tuesday,00:00,00:52
396,999007044535768,,,wednesday,,
397,999007044535768,,,thursday,,
398,999007044535768,,,friday,,
399,999007044535768,,,saturday,,
400,999007044535768,,,sunday,,
402,811998666629450,,,monday,09:00,17:00
403,811998666629450,,,tuesday,09:00,17:00
404,811998666629450,,,wednesday,09:00,18:00
405,811998666629450,,,thursday,09:00,18:00
406,811998666629450,,,friday,22:30,04:30
407,811998666629450,,,saturday,,
408,811998666629450,,,sunday,,
409,811998666629450,,,,23:00,06:00
410,811998666629450,,,,,
420,999007044535768,,,,,
421,914835976451142,,,monday,20:53,08:53
422,914835976451142,,,tuesday,20:53,08:53
423,914835976451142,,,wednesday,08:53,08:53
424,914835976451142,,,thursday,08:53,08:56
425,914835976451142,,,friday,20:55,23:53
426,914835976451142,,,saturday,10:54,21:54
427,914835976451142,,,sunday,,
428,1318218238602449,,,monday,9a,5p
429,1318218238602449,,,tuesday,9a,5p
430,1318218238602449,,,wednesday,9a,5p
431,1318218238602449,,,thursday,9a,5p
432,1318218238602449,,,friday,9a,5p
433,1318218238602449,,,saturday,9a,5p
434,1318218238602449,,,sunday,9a,5p
435,920973469831730,,,monday,,
436,920973469831730,,,tuesday,,
437,920973469831730,,,wednesday,,
438,920973469831730,,,thursday,,
439,920973469831730,,,friday,,
440,920973469831730,,,saturday,,
441,920973469831730,,,sunday,,
442,1237806236278461,,,monday,,
443,1237806236278461,,,tuesday,,
444,1237806236278461,,,wednesday,,
445,1237806236278461,,,thursday,,
446,1237806236278461,,,friday,,
447,1237806236278461,,,saturday,,
448,1237806236278461,,,sunday,,
449,1007199538654431,,,monday,,
450,1007199538654431,,,tuesday,,
451,1007199538654431,,,wednesday,,
452,1007199538654431,,,thursday,,
453,1007199538654431,,,friday,,
454,1007199538654431,,,saturday,,
455,1007199538654431,,,sunday,,
456,574661829122399,,,monday,,
457,574661829122399,,,tuesday,,
458,574661829122399,,,wednesday,,
459,574661829122399,,,thursday,,
460,574661829122399,,,friday,,
461,574661829122399,,,saturday,,
462,574661829122399,,,sunday,,
463,590149106022184,,,monday,,
464,590149106022184,,,tuesday,,
465,590149106022184,,,wednesday,,
466,590149106022184,,,thursday,,
467,590149106022184,,,friday,,
468,590149106022184,,,saturday,,
469,590149106022184,,,sunday,,
470,626861523724993,,,monday,,
471,626861523724993,,,tuesday,,
472,626861523724993,,,wednesday,,
473,626861523724993,,,thursday,,
474,626861523724993,,,friday,,
475,626861523724993,,,saturday,,
476,626861523724993,,,sunday,,
477,1229115016596631,,,monday,,
478,1229115016596631,,,tuesday,,
479,1229115016596631,,,wednesday,,
480,1229115016596631,,,thursday,,
481,1229115016596631,,,friday,,
482,1229115016596631,,,saturday,,
483,1229115016596631,,,sunday,,
484,1013626780767014,,,monday,,
485,1013626780767014,,,tuesday,,
486,1013626780767014,,,wednesday,,
487,1013626780767014,,,thursday,,
488,1013626780767014,,,friday,,
489,1013626780767014,,,saturday,,
490,1013626780767014,,,sunday,,
491,1348541466880315,,,monday,,
492,1348541466880315,,,tuesday,,
493,1348541466880315,,,wednesday,,
494,1348541466880315,,,thursday,,
495,1348541466880315,,,friday,,
496,1348541466880315,,,saturday,,
497,1348541466880315,,,sunday,,
498,1229834582759480,,,monday,,
499,1229834582759480,,,tuesday,,
500,1229834582759480,,,wednesday,,
501,1229834582759480,,,thursday,,
502,1229834582759480,,,friday,,
503,1229834582759480,,,saturday,,
504,1229834582759480,,,sunday,,
505,1348541466880318,,,monday,,
506,1348541466880318,,,tuesday,,
507,1348541466880318,,,wednesday,,
508,1348541466880318,,,thursday,,
509,1348541466880318,,,friday,,
510,1348541466880318,,,saturday,,
511,1348541466880318,,,sunday,,
512,1124787894447866,,,monday,,
513,1124787894447866,,,tuesday,,
514,1124787894447866,,,wednesday,,
515,1124787894447866,,,thursday,,
516,1124787894447866,,,friday,,
517,1124787894447866,,,saturday,,
518,1124787894447866,,,sunday,,
519,1258855549014937,,,monday,,
520,1258855549014937,,,tuesday,,
521,1258855549014937,,,wednesday,,
522,1258855549014937,,,thursday,,
523,1258855549014937,,,friday,,
524,1258855549014937,,,saturday,,
525,1258855549014937,,,sunday,,
526,799762672906525,,,monday,,
527,799762672906525,,,tuesday,,
528,799762672906525,,,wednesday,,
529,799762672906525,,,thursday,,
530,799762672906525,,,friday,,
531,799762672906525,,,saturday,,
532,799762672906525,,,sunday,,
533,1301959132503150,,,monday,,
534,1301959132503150,,,tuesday,,
535,1301959132503150,,,wednesday,,
536,1301959132503150,,,thursday,,
537,1301959132503150,,,friday,,
538,1301959132503150,,,saturday,,
539,1301959132503150,,,sunday,,
540,1124462892366916,,,monday,,
541,1124462892366916,,,tuesday,,
542,1124462892366916,,,wednesday,,
543,1124462892366916,,,thursday,,
544,1124462892366916,,,friday,,
545,1124462892366916,,,saturday,,
546,1124462892366916,,,sunday,,
547,748118421956392,,,monday,09:00,17:00
548,748118421956392,,,tuesday,09:00,17:00
549,748118421956392,,,wednesday,10:00,18:00
550,748118421956392,,,thursday,09:00,20:00
551,748118421956392,,,friday,07:59,12:01
552,748118421956392,,,saturday,,
553,748118421956392,,,sunday,,
554,567631577251008,,,monday,,
555,567631577251008,,,tuesday,,
556,567631577251008,,,wednesday,,
557,567631577251008,,,thursday,,
558,567631577251008,,,friday,,
559,567631577251008,,,saturday,,
560,567631577251008,,,sunday,,
561,810517634677025,,,monday,,
562,810517634677025,,,tuesday,,
563,810517634677025,,,wednesday,,
564,810517634677025,,,thursday,,
565,810517634677025,,,friday,,
566,810517634677025,,,saturday,,
567,810517634677025,,,sunday,,
