id,service_id,location_id,service_at_location_id,weekday,opens_at,closes_at,original_text
,136,,,Monday,9:00am,5:00pm,"9:00am-5:00pm, Mon-Fri"
,136,,,Tuesday,9:00am,5:00pm,"9:00am-5:00pm, Mon-Fri"
,136,,,Wednesday,9:00am,5:00pm,"9:00am-5:00pm, Mon-Fri"
,136,,,Thursday,9:00am,5:00pm,"9:00am-5:00pm, Mon-Fri"
,136,,,Friday,9:00am,5:00pm,"9:00am-5:00pm, Mon-Fri"
,143,,,Monday,8:00am,5:00pm,"8:00am-5:00pm, Mon-Fri"
,143,,,Tuesday,8:00am,5:00pm,"8:00am-5:00pm, Mon-Fri"
,143,,,Wednesday,8:00am,5:00pm,"8:00am-5:00pm, Mon-Fri"
,143,,,Thursday,8:00am,5:00pm,"8:00am-5:00pm, Mon-Fri"
,143,,,Friday,8:00am,5:00pm,"8:00am-5:00pm, Mon-Fri"
,144,,,Monday,7:30am,6:00pm,"7:30am-6:00pm, Mon-Fri"
,144,,,Tuesday,7:30am,6:00pm,"7:30am-6:00pm, Mon-Fri"
,144,,,Wednesday,7:30am,6:00pm,"7:30am-6:00pm, Mon-Fri"
,144,,,Thursday,7:30am,6:00pm,"7:30am-6:00pm, Mon-Fri"
,144,,,Friday,7:30am,6:00pm,"7:30am-6:00pm, Mon-Fri"
,145,,,Monday,7:30am,4:00pm,"7:30am-4:00pm, Mon-Fri"
,145,,,Tuesday,7:30am,4:00pm,"7:30am-4:00pm, Mon-Fri"
,145,,,Wednesday,7:30am,4:00pm,"7:30am-4:00pm, Mon-Fri"
,145,,,Thursday,7:30am,4:00pm,"7:30am-4:00pm, Mon-Fri"
,145,,,Friday,7:30am,4:00pm,"7:30am-4:00pm, Mon-Fri"
,147,,,Monday,8:30am,5:30pm,"8:30am-5:30pm, Mon-Fri"
,147,,,Tuesday,8:30am,5:30pm,"8:30am-5:30pm, Mon-Fri"
,147,,,Wednesday,8:30am,5:30pm,"8:30am-5:30pm, Mon-Fri"
,147,,,Thursday,8:30am,5:30pm,"8:30am-5:30pm, Mon-Fri"
,147,,,Friday,8:30am,5:30pm,"8:30am-5:30pm, Mon-Fri"
,149,,,Monday,8:30am,4:30pm,"8:30am-4:30pm, Mon-Fri"
,149,,,Tuesday,8:30am,4:30pm,"8:30am-4:30pm, Mon-Fri"
,149,,,Wednesday,8:30am,4:30pm,"8:30am-4:30pm, Mon-Fri"
,149,,,Thursday,8:30am,4:30pm,"8:30am-4:30pm, Mon-Fri"
,149,,,Friday,8:30am,4:30pm,"8:30am-4:30pm, Mon-Fri"
,150,,,Monday,8:30am,4:00pm,"8:30am-4:00pm, Mon-Fri"
,150,,,Tuesday,8:30am,4:00pm,"8:30am-4:00pm, Mon-Fri"
,150,,,Wednesday,8:30am,4:00pm,"8:30am-4:00pm, Mon-Fri"
,150,,,Thursday,8:30am,4:00pm,"8:30am-4:00pm, Mon-Fri"
,150,,,Friday,8:30am,4:00pm,"8:30am-4:00pm, Mon-Fri"
,151,,,Monday,10:00am,7:00pm,"10:00am-7:00pm, Mon-Fri"
,151,,,Tuesday,10:00am,7:00pm,"10:00am-7:00pm, Mon-Fri"
,151,,,Wednesday,10:00am,7:00pm,"10:00am-7:00pm, Mon-Fri"
,151,,,Thursday,10:00am,7:00pm,"10:00am-7:00pm, Mon-Fri"
,151,,,Friday,10:00am,7:00pm,"10:00am-7:00pm, Mon-Fri"
,152,,,Monday,8:30am,4:30pm,"8:30am-4:30pm, Mon-Fri"
,152,,,Tuesday,8:30am,4:30pm,"8:30am-4:30pm, Mon-Fri"
,152,,,Wednesday,8:30am,4:30pm,"8:30am-4:30pm, Mon-Fri"
,152,,,Thursday,8:30am,4:30pm,"8:30am-4:30pm, Mon-Fri"
,152,,,Friday,8:30am,4:30pm,"8:30am-4:30pm, Mon-Fri"
,156,,,Monday,8:30am,4:30pm,"8:30am-4:30pm, Mon-Fri"
,156,,,Tuesday,8:30am,4:30pm,"8:30am-4:30pm, Mon-Fri"
,156,,,Wednesday,8:30am,4:30pm,"8:30am-4:30pm, Mon-Fri"
,156,,,Thursday,8:30am,4:30pm,"8:30am-4:30pm, Mon-Fri"
,156,,,Friday,8:30am,4:30pm,"8:30am-4:30pm, Mon-Fri"
,158,,,Monday,10:00am,7:00pm,"10:00am-7:00pm, Mon-Fri"
,158,,,Tuesday,10:00am,7:00pm,"10:00am-7:00pm, Mon-Fri"
,158,,,Wednesday,10:00am,7:00pm,"10:00am-7:00pm, Mon-Fri"
,158,,,Thursday,10:00am,7:00pm,"10:00am-7:00pm, Mon-Fri"
,158,,,Friday,10:00am,7:00pm,"10:00am-7:00pm, Mon-Fri"
,161,,,Monday,8:30am,4:30pm,"8:30am-4:30pm, Mon-Fri"
,161,,,Tuesday,8:30am,4:30pm,"8:30am-4:30pm, Mon-Fri"
,161,,,Wednesday,8:30am,4:30pm,"8:30am-4:30pm, Mon-Fri"
,161,,,Thursday,8:30am,4:30pm,"8:30am-4:30pm, Mon-Fri"
,161,,,Friday,8:30am,4:30pm,"8:30am-4:30pm, Mon-Fri"
,163,,,Monday,7:30am,1:00pm,"7:30am-1:00pm, Mon-Fri"
,163,,,Tuesday,7:30am,1:00pm,"7:30am-1:00pm, Mon-Fri"
,163,,,Wednesday,7:30am,1:00pm,"7:30am-1:00pm, Mon-Fri"
,163,,,Thursday,7:30am,1:00pm,"7:30am-1:00pm, Mon-Fri"
,163,,,Friday,7:30am,1:00pm,"7:30am-1:00pm, Mon-Fri"
,164,,,Saturday,7:00am,7:00pm,"7:00am-7:00pm, Mon-Fri;\n8:00am-5:00pm, Sat"
,166,,,Monday,9:00am,5:00pm,"9:00am-5:00pm, Mon-Fri"
,166,,,Tuesday,9:00am,5:00pm,"9:00am-5:00pm, Mon-Fri"
,166,,,Wednesday,9:00am,5:00pm,"9:00am-5:00pm, Mon-Fri"
,166,,,Thursday,9:00am,5:00pm,"9:00am-5:00pm, Mon-Fri"
,166,,,Friday,9:00am,5:00pm,"9:00am-5:00pm, Mon-Fri"
,170,,,Monday,7:00am,6:00pm,"7:00am-6:00pm, Mon-Fri"
,170,,,Tuesday,7:00am,6:00pm,"7:00am-6:00pm, Mon-Fri"
,170,,,Wednesday,7:00am,6:00pm,"7:00am-6:00pm, Mon-Fri"
,170,,,Thursday,7:00am,6:00pm,"7:00am-6:00pm, Mon-Fri"
,170,,,Friday,7:00am,6:00pm,"7:00am-6:00pm, Mon-Fri"
,171,,,Monday,7:00am,6:00pm,"7:00am-6:00pm, Mon-Fri"
,171,,,Tuesday,7:00am,6:00pm,"7:00am-6:00pm, Mon-Fri"
,171,,,Wednesday,7:00am,6:00pm,"7:00am-6:00pm, Mon-Fri"
,171,,,Thursday,7:00am,6:00pm,"7:00am-6:00pm, Mon-Fri"
,171,,,Friday,7:00am,6:00pm,"7:00am-6:00pm, Mon-Fri"
,172,,,Monday,7:00am,5:30pm,"7:00am-5:30pm, Mon-Fri"
,172,,,Tuesday,7:00am,5:30pm,"7:00am-5:30pm, Mon-Fri"
,172,,,Wednesday,7:00am,5:30pm,"7:00am-5:30pm, Mon-Fri"
,172,,,Thursday,7:00am,5:30pm,"7:00am-5:30pm, Mon-Fri"
,172,,,Friday,7:00am,5:30pm,"7:00am-5:30pm, Mon-Fri"
,173,,,Monday,7:00am,5:30pm,"7:00am-5:30pm, Mon-Fri"
,173,,,Tuesday,7:00am,5:30pm,"7:00am-5:30pm, Mon-Fri"
,173,,,Wednesday,7:00am,5:30pm,"7:00am-5:30pm, Mon-Fri"
,173,,,Thursday,7:00am,5:30pm,"7:00am-5:30pm, Mon-Fri"
,173,,,Friday,7:00am,5:30pm,"7:00am-5:30pm, Mon-Fri"
,174,,,Monday,7:00am,6:00pm,"7:00am-6:00pm, Mon-Fri"
,174,,,Tuesday,7:00am,6:00pm,"7:00am-6:00pm, Mon-Fri"
,174,,,Wednesday,7:00am,6:00pm,"7:00am-6:00pm, Mon-Fri"
,174,,,Thursday,7:00am,6:00pm,"7:00am-6:00pm, Mon-Fri"
,174,,,Friday,7:00am,6:00pm,"7:00am-6:00pm, Mon-Fri"
,175,,,Monday,7:00am,5:30pm,"7:00am-5:30pm, Mon-Fri"
,175,,,Tuesday,7:00am,5:30pm,"7:00am-5:30pm, Mon-Fri"
,175,,,Wednesday,7:00am,5:30pm,"7:00am-5:30pm, Mon-Fri"
,175,,,Thursday,7:00am,5:30pm,"7:00am-5:30pm, Mon-Fri"
,175,,,Friday,7:00am,5:30pm,"7:00am-5:30pm, Mon-Fri"
,176,,,Monday,7:00am,5:30pm,"7:00am-5:30pm, Mon-Fri"
,176,,,Tuesday,7:00am,5:30pm,"7:00am-5:30pm, Mon-Fri"
,176,,,Wednesday,7:00am,5:30pm,"7:00am-5:30pm, Mon-Fri"
,176,,,Thursday,7:00am,5:30pm,"7:00am-5:30pm, Mon-Fri"
,176,,,Friday,7:00am,5:30pm,"7:00am-5:30pm, Mon-Fri"
,181,,,Monday,8:00am,5:00pm,"8:00am-5:00pm, Mon-Fri"
,181,,,Tuesday,8:00am,5:00pm,"8:00am-5:00pm, Mon-Fri"
,181,,,Wednesday,8:00am,5:00pm,"8:00am-5:00pm, Mon-Fri"
,181,,,Thursday,8:00am,5:00pm,"8:00am-5:00pm, Mon-Fri"
,181,,,Friday,8:00am,5:00pm,"8:00am-5:00pm, Mon-Fri"
,182,,,Monday,8:00am,5:00pm,"8:00am-5:00pm, Mon-Fri"
,182,,,Tuesday,8:00am,5:00pm,"8:00am-5:00pm, Mon-Fri"
,182,,,Wednesday,8:00am,5:00pm,"8:00am-5:00pm, Mon-Fri"
,182,,,Thursday,8:00am,5:00pm,"8:00am-5:00pm, Mon-Fri"
,182,,,Friday,8:00am,5:00pm,"8:00am-5:00pm, Mon-Fri"
,183,,,Monday,8:00am,5:00pm,"8:00am-5:00pm, Mon-Fri"
,183,,,Tuesday,8:00am,5:00pm,"8:00am-5:00pm, Mon-Fri"
,183,,,Wednesday,8:00am,5:00pm,"8:00am-5:00pm, Mon-Fri"
,183,,,Thursday,8:00am,5:00pm,"8:00am-5:00pm, Mon-Fri"
,183,,,Friday,8:00am,5:00pm,"8:00am-5:00pm, Mon-Fri"
,184,,,Monday,8:00am,5:00pm,"8:00am-5:00pm, Mon-Fri"
,184,,,Tuesday,8:00am,5:00pm,"8:00am-5:00pm, Mon-Fri"
,184,,,Wednesday,8:00am,5:00pm,"8:00am-5:00pm, Mon-Fri"
,184,,,Thursday,8:00am,5:00pm,"8:00am-5:00pm, Mon-Fri"
,184,,,Friday,8:00am,5:00pm,"8:00am-5:00pm, Mon-Fri"
,185,,,Monday,8:00am,5:00pm,"8:00am-5:00pm, Mon-Fri"
,185,,,Tuesday,8:00am,5:00pm,"8:00am-5:00pm, Mon-Fri"
,185,,,Wednesday,8:00am,5:00pm,"8:00am-5:00pm, Mon-Fri"
,185,,,Thursday,8:00am,5:00pm,"8:00am-5:00pm, Mon-Fri"
,185,,,Friday,8:00am,5:00pm,"8:00am-5:00pm, Mon-Fri"
,187,,,Monday,8:00am,5:00pm,"8:00am-5:00pm, Mon-Fri"
,187,,,Tuesday,8:00am,5:00pm,"8:00am-5:00pm, Mon-Fri"
,187,,,Wednesday,8:00am,5:00pm,"8:00am-5:00pm, Mon-Fri"
,187,,,Thursday,8:00am,5:00pm,"8:00am-5:00pm, Mon-Fri"
,187,,,Friday,8:00am,5:00pm,"8:00am-5:00pm, Mon-Fri"
,189,,,Monday,8:00am,5:00pm,"8:00am-5:00pm, Mon-Fri"
,189,,,Tuesday,8:00am,5:00pm,"8:00am-5:00pm, Mon-Fri"
,189,,,Wednesday,8:00am,5:00pm,"8:00am-5:00pm, Mon-Fri"
,189,,,Thursday,8:00am,5:00pm,"8:00am-5:00pm, Mon-Fri"
,189,,,Friday,8:00am,5:00pm,"8:00am-5:00pm, Mon-Fri"
,190,,,Monday,8:30am,5:00pm,"8:30am-5:00pm, Mon-Fri"
,190,,,Tuesday,8:30am,5:00pm,"8:30am-5:00pm, Mon-Fri"
,190,,,Wednesday,8:30am,5:00pm,"8:30am-5:00pm, Mon-Fri"
,190,,,Thursday,8:30am,5:00pm,"8:30am-5:00pm, Mon-Fri"
,190,,,Friday,8:30am,5:00pm,"8:30am-5:00pm, Mon-Fri"
,201,,,Monday,9:00am,4:00pm,"9:00am-4:00pm, Mon-Fri"
,201,,,Tuesday,9:00am,4:00pm,"9:00am-4:00pm, Mon-Fri"
,201,,,Wednesday,9:00am,4:00pm,"9:00am-4:00pm, Mon-Fri"
,201,,,Thursday,9:00am,4:00pm,"9:00am-4:00pm, Mon-Fri"
,201,,,Friday,9:00am,4:00pm,"9:00am-4:00pm, Mon-Fri"
,207,,,Monday,8:00am,5:30pm,"8:00am-5:30pm, Mon-Fri"
,207,,,Tuesday,8:00am,5:30pm,"8:00am-5:30pm, Mon-Fri"
,207,,,Wednesday,8:00am,5:30pm,"8:00am-5:30pm, Mon-Fri"
,207,,,Thursday,8:00am,5:30pm,"8:00am-5:30pm, Mon-Fri"
,207,,,Friday,8:00am,5:30pm,"8:00am-5:30pm, Mon-Fri"
,208,,,Monday,9:00am,5:30pm,"9:00am-5:30pm, Mon-Fri"
,208,,,Tuesday,9:00am,5:30pm,"9:00am-5:30pm, Mon-Fri"
,208,,,Wednesday,9:00am,5:30pm,"9:00am-5:30pm, Mon-Fri"
,208,,,Thursday,9:00am,5:30pm,"9:00am-5:30pm, Mon-Fri"
,208,,,Friday,9:00am,5:30pm,"9:00am-5:30pm, Mon-Fri"
,211,,,Monday,8:00am,4:30pm,"8:00am-4:30pm, Mon-Fri"
,211,,,Tuesday,8:00am,4:30pm,"8:00am-4:30pm, Mon-Fri"
,211,,,Wednesday,8:00am,4:30pm,"8:00am-4:30pm, Mon-Fri"
,211,,,Thursday,8:00am,4:30pm,"8:00am-4:30pm, Mon-Fri"
,211,,,Friday,8:00am,4:30pm,"8:00am-4:30pm, Mon-Fri"
,212,,,Monday,8:00am,4:30pm,"8:00am-4:30pm, Mon-Fri"
,212,,,Tuesday,8:00am,4:30pm,"8:00am-4:30pm, Mon-Fri"
,212,,,Wednesday,8:00am,4:30pm,"8:00am-4:30pm, Mon-Fri"
,212,,,Thursday,8:00am,4:30pm,"8:00am-4:30pm, Mon-Fri"
,212,,,Friday,8:00am,4:30pm,"8:00am-4:30pm, Mon-Fri"
,213,,,Monday,8:30am,5:00pm,"8:30am-5:00pm, Mon-Fri"
,213,,,Tuesday,8:30am,5:00pm,"8:30am-5:00pm, Mon-Fri"
,213,,,Wednesday,8:30am,5:00pm,"8:30am-5:00pm, Mon-Fri"
,213,,,Thursday,8:30am,5:00pm,"8:30am-5:00pm, Mon-Fri"
,213,,,Friday,8:30am,5:00pm,"8:30am-5:00pm, Mon-Fri"
,214,,,Monday,9:00am,2:00pm,"9:00am-2:00pm, Mon-Fri"
,214,,,Tuesday,9:00am,2:00pm,"9:00am-2:00pm, Mon-Fri"
,214,,,Wednesday,9:00am,2:00pm,"9:00am-2:00pm, Mon-Fri"
,214,,,Thursday,9:00am,2:00pm,"9:00am-2:00pm, Mon-Fri"
,214,,,Friday,9:00am,2:00pm,"9:00am-2:00pm, Mon-Fri"
,216,,,Monday,8:30am,5:00pm,"8:30am-5:00pm, Mon-Fri"
,216,,,Tuesday,8:30am,5:00pm,"8:30am-5:00pm, Mon-Fri"
,216,,,Wednesday,8:30am,5:00pm,"8:30am-5:00pm, Mon-Fri"
,216,,,Thursday,8:30am,5:00pm,"8:30am-5:00pm, Mon-Fri"
,216,,,Friday,8:30am,5:00pm,"8:30am-5:00pm, Mon-Fri"
,221,,,Monday,9:00am,5:00pm,"9:00am-5:00pm, Mon-Fri"
,221,,,Tuesday,9:00am,5:00pm,"9:00am-5:00pm, Mon-Fri"
,221,,,Wednesday,9:00am,5:00pm,"9:00am-5:00pm, Mon-Fri"
,221,,,Thursday,9:00am,5:00pm,"9:00am-5:00pm, Mon-Fri"
,221,,,Friday,9:00am,5:00pm,"9:00am-5:00pm, Mon-Fri"
,225,,,Monday,9:00am,5:00pm,"9:00am-5:00pm, Mon-Fri"
,225,,,Tuesday,9:00am,5:00pm,"9:00am-5:00pm, Mon-Fri"
,225,,,Wednesday,9:00am,5:00pm,"9:00am-5:00pm, Mon-Fri"
,225,,,Thursday,9:00am,5:00pm,"9:00am-5:00pm, Mon-Fri"
,225,,,Friday,9:00am,5:00pm,"9:00am-5:00pm, Mon-Fri"
,227,,,Monday,8:00am,5:00pm,"8:00am-5:00pm, Mon-Fri"
,227,,,Tuesday,8:00am,5:00pm,"8:00am-5:00pm, Mon-Fri"
,227,,,Wednesday,8:00am,5:00pm,"8:00am-5:00pm, Mon-Fri"
,227,,,Thursday,8:00am,5:00pm,"8:00am-5:00pm, Mon-Fri"
,227,,,Friday,8:00am,5:00pm,"8:00am-5:00pm, Mon-Fri"
,231,,,Wednesday,8:00am,5:00pm,"8:00am-5:00pm, Mon-Fri\n8-7pm, wed"
,235,,,Monday,8:00am,4:30pm,"8:00am-4:30pm, Mon-Fri"
,235,,,Tuesday,8:00am,4:30pm,"8:00am-4:30pm, Mon-Fri"
,235,,,Wednesday,8:00am,4:30pm,"8:00am-4:30pm, Mon-Fri"
,235,,,Thursday,8:00am,4:30pm,"8:00am-4:30pm, Mon-Fri"
,235,,,Friday,8:00am,4:30pm,"8:00am-4:30pm, Mon-Fri"
,237,,,Monday,8:30am,5:00pm,"8:30am-5:00pm, Mon-Fri"
,237,,,Tuesday,8:30am,5:00pm,"8:30am-5:00pm, Mon-Fri"
,237,,,Wednesday,8:30am,5:00pm,"8:30am-5:00pm, Mon-Fri"
,237,,,Thursday,8:30am,5:00pm,"8:30am-5:00pm, Mon-Fri"
,237,,,Friday,8:30am,5:00pm,"8:30am-5:00pm, Mon-Fri"
,238,,,Monday,8:30am,5:00pm,"8:30am-5:00pm, Mon-Fri"
,238,,,Tuesday,8:30am,5:00pm,"8:30am-5:00pm, Mon-Fri"
,238,,,Wednesday,8:30am,5:00pm,"8:30am-5:00pm, Mon-Fri"
,238,,,Thursday,8:30am,5:00pm,"8:30am-5:00pm, Mon-Fri"
,238,,,Friday,8:30am,5:00pm,"8:30am-5:00pm, Mon-Fri"
,241,,,Monday,8:00am,5:00pm,"8:00am-5:00pm, Mon-Fri"
,241,,,Tuesday,8:00am,5:00pm,"8:00am-5:00pm, Mon-Fri"
,241,,,Wednesday,8:00am,5:00pm,"8:00am-5:00pm, Mon-Fri"
,241,,,Thursday,8:00am,5:00pm,"8:00am-5:00pm, Mon-Fri"
,241,,,Friday,8:00am,5:00pm,"8:00am-5:00pm, Mon-Fri"
,242,,,Monday,7:30am,4:00pm,"Administration:\n7:30am-4:00pm, Mon-Fri\n\nIntake Hours:\n6:00am-7:00am, Mon\n\nWalk-In Hours (Food, Showers):\n3:00pm-5:30pm, Mon, Wed, Fri, Sat"
,242,,,Wednesday,7:30am,4:00pm,"Administration:\n7:30am-4:00pm, Mon-Fri\n\nIntake Hours:\n6:00am-7:00am, Mon\n\nWalk-In Hours (Food, Showers):\n3:00pm-5:30pm, Mon, Wed, Fri, Sat"
,242,,,Friday,7:30am,4:00pm,"Administration:\n7:30am-4:00pm, Mon-Fri\n\nIntake Hours:\n6:00am-7:00am, Mon\n\nWalk-In Hours (Food, Showers):\n3:00pm-5:30pm, Mon, Wed, Fri, Sat"
,242,,,Saturday,7:30am,4:00pm,"Administration:\n7:30am-4:00pm, Mon-Fri\n\nIntake Hours:\n6:00am-7:00am, Mon\n\nWalk-In Hours (Food, Showers):\n3:00pm-5:30pm, Mon, Wed, Fri, Sat"
,246,,,Monday,8:30am,5:00pm,"8:30am-5:00pm, Mon-Fri"
,246,,,Tuesday,8:30am,5:00pm,"8:30am-5:00pm, Mon-Fri"
,246,,,Wednesday,8:30am,5:00pm,"8:30am-5:00pm, Mon-Fri"
,246,,,Thursday,8:30am,5:00pm,"8:30am-5:00pm, Mon-Fri"
,246,,,Friday,8:30am,5:00pm,"8:30am-5:00pm, Mon-Fri"
,292,,,Monday,8:30am,4:30pm,"8:30am-4:30pm, Mon-Fri"
,292,,,Tuesday,8:30am,4:30pm,"8:30am-4:30pm, Mon-Fri"
,292,,,Wednesday,8:30am,4:30pm,"8:30am-4:30pm, Mon-Fri"
,292,,,Thursday,8:30am,4:30pm,"8:30am-4:30pm, Mon-Fri"
,292,,,Friday,8:30am,4:30pm,"8:30am-4:30pm, Mon-Fri"
,294,,,Monday,9:00am,5:30pm,"9:00am-5:30pm, Mon-Fri"
,294,,,Tuesday,9:00am,5:30pm,"9:00am-5:30pm, Mon-Fri"
,294,,,Wednesday,9:00am,5:30pm,"9:00am-5:30pm, Mon-Fri"
,294,,,Thursday,9:00am,5:30pm,"9:00am-5:30pm, Mon-Fri"
,294,,,Friday,9:00am,5:30pm,"9:00am-5:30pm, Mon-Fri"
,303,,,Monday,8:00am,5:00pm,"8:00am-5:00pm, Mon-Fri"
,303,,,Tuesday,8:00am,5:00pm,"8:00am-5:00pm, Mon-Fri"
,303,,,Wednesday,8:00am,5:00pm,"8:00am-5:00pm, Mon-Fri"
,303,,,Thursday,8:00am,5:00pm,"8:00am-5:00pm, Mon-Fri"
,303,,,Friday,8:00am,5:00pm,"8:00am-5:00pm, Mon-Fri"
,308,,,Monday,10:00am,8:00pm,"10:00am-8:00pm, Mon-Fri"
,308,,,Tuesday,10:00am,8:00pm,"10:00am-8:00pm, Mon-Fri"
,308,,,Wednesday,10:00am,8:00pm,"10:00am-8:00pm, Mon-Fri"
,308,,,Thursday,10:00am,8:00pm,"10:00am-8:00pm, Mon-Fri"
,308,,,Friday,10:00am,8:00pm,"10:00am-8:00pm, Mon-Fri"
,312,,,Monday,9:00am,7:00pm,"9:00am-7:00pm, Mon-Fri"
,312,,,Tuesday,9:00am,7:00pm,"9:00am-7:00pm, Mon-Fri"
,312,,,Wednesday,9:00am,7:00pm,"9:00am-7:00pm, Mon-Fri"
,312,,,Thursday,9:00am,7:00pm,"9:00am-7:00pm, Mon-Fri"
,312,,,Friday,9:00am,7:00pm,"9:00am-7:00pm, Mon-Fri"
,314,,,Monday,7:00am,11:00pm,"7:00am-11:00pm, Mon-Fri"
,314,,,Tuesday,7:00am,11:00pm,"7:00am-11:00pm, Mon-Fri"
,314,,,Wednesday,7:00am,11:00pm,"7:00am-11:00pm, Mon-Fri"
,314,,,Thursday,7:00am,11:00pm,"7:00am-11:00pm, Mon-Fri"
,314,,,Friday,7:00am,11:00pm,"7:00am-11:00pm, Mon-Fri"
,467,,,Monday,8:00am,4:30pm,"8:00am-4:30pm, Mon, Fri;\n8:00am-8:00pm, Tue, Wed, Thur;\n8:00am-4:30pm, Every 3rd Saturday of each month"
,467,,,Tuesday,8:00am,4:30pm,"8:00am-4:30pm, Mon, Fri;\n8:00am-8:00pm, Tue, Wed, Thur;\n8:00am-4:30pm, Every 3rd Saturday of each month"
,467,,,Wednesday,8:00am,4:30pm,"8:00am-4:30pm, Mon, Fri;\n8:00am-8:00pm, Tue, Wed, Thur;\n8:00am-4:30pm, Every 3rd Saturday of each month"
,468,,,Monday,8:00am,4:30pm,"8:00am-4:30pm, Mon-Fri"
,468,,,Tuesday,8:00am,4:30pm,"8:00am-4:30pm, Mon-Fri"
,468,,,Wednesday,8:00am,4:30pm,"8:00am-4:30pm, Mon-Fri"
,468,,,Thursday,8:00am,4:30pm,"8:00am-4:30pm, Mon-Fri"
,468,,,Friday,8:00am,4:30pm,"8:00am-4:30pm, Mon-Fri"
,470,,,Monday,8:00am,4:30pm,"8:00am-4:30pm, Mon-Fri"
,470,,,Tuesday,8:00am,4:30pm,"8:00am-4:30pm, Mon-Fri"
,470,,,Wednesday,8:00am,4:30pm,"8:00am-4:30pm, Mon-Fri"
,470,,,Thursday,8:00am,4:30pm,"8:00am-4:30pm, Mon-Fri"
,470,,,Friday,8:00am,4:30pm,"8:00am-4:30pm, Mon-Fri"
,471,,,Monday,7:30am,4:00pm,"7:30am-4:00pm, Mon, Wed, Fri;\n7:30am-5:00pm, Tue,Thur"
,471,,,Wednesday,7:30am,4:00pm,"7:30am-4:00pm, Mon, Wed, Fri;\n7:30am-5:00pm, Tue,Thur"
,472,,,Monday,8:00am,4:30pm,"8:00am-4:30pm, Mon-Fri"
,472,,,Tuesday,8:00am,4:30pm,"8:00am-4:30pm, Mon-Fri"
,472,,,Wednesday,8:00am,4:30pm,"8:00am-4:30pm, Mon-Fri"
,472,,,Thursday,8:00am,4:30pm,"8:00am-4:30pm, Mon-Fri"
,472,,,Friday,8:00am,4:30pm,"8:00am-4:30pm, Mon-Fri"
,473,,,Monday,8:00am,4:30pm,"8:00am-4:30pm, Mon-Fri"
,473,,,Tuesday,8:00am,4:30pm,"8:00am-4:30pm, Mon-Fri"
,473,,,Wednesday,8:00am,4:30pm,"8:00am-4:30pm, Mon-Fri"
,473,,,Thursday,8:00am,4:30pm,"8:00am-4:30pm, Mon-Fri"
,473,,,Friday,8:00am,4:30pm,"8:00am-4:30pm, Mon-Fri"
,474,,,Monday,8:30am,4:00pm,"8:30am-4:00pm, Mon-Fri"
,474,,,Tuesday,8:30am,4:00pm,"8:30am-4:00pm, Mon-Fri"
,474,,,Wednesday,8:30am,4:00pm,"8:30am-4:00pm, Mon-Fri"
,474,,,Thursday,8:30am,4:00pm,"8:30am-4:00pm, Mon-Fri"
,474,,,Friday,8:30am,4:00pm,"8:30am-4:00pm, Mon-Fri"
,475,,,Saturday,8:00am,6:00pm,"8:00am-6:00pm, Mon-Fri;\n8:00am-3:30pm, Sat"
,480,,,Monday,8:30am,5:30pm,"8:30am-5:30pm, Mon-Fri"
,480,,,Tuesday,8:30am,5:30pm,"8:30am-5:30pm, Mon-Fri"
,480,,,Wednesday,8:30am,5:30pm,"8:30am-5:30pm, Mon-Fri"
,480,,,Thursday,8:30am,5:30pm,"8:30am-5:30pm, Mon-Fri"
,480,,,Friday,8:30am,5:30pm,"8:30am-5:30pm, Mon-Fri"
,483,,,Monday,8:30am,5:30pm,"8:30am-5:30pm, Mon-Fri"
,483,,,Tuesday,8:30am,5:30pm,"8:30am-5:30pm, Mon-Fri"
,483,,,Wednesday,8:30am,5:30pm,"8:30am-5:30pm, Mon-Fri"
,483,,,Thursday,8:30am,5:30pm,"8:30am-5:30pm, Mon-Fri"
,483,,,Friday,8:30am,5:30pm,"8:30am-5:30pm, Mon-Fri"
,484,,,Monday,8:30am,5:30pm,"8:30am-5:30pm, Mon-Fri"
,484,,,Tuesday,8:30am,5:30pm,"8:30am-5:30pm, Mon-Fri"
,484,,,Wednesday,8:30am,5:30pm,"8:30am-5:30pm, Mon-Fri"
,484,,,Thursday,8:30am,5:30pm,"8:30am-5:30pm, Mon-Fri"
,484,,,Friday,8:30am,5:30pm,"8:30am-5:30pm, Mon-Fri"
,485,,,Monday,8:30am,5:00pm,"8:30am-5:00pm, Mon-Fri"
,485,,,Tuesday,8:30am,5:00pm,"8:30am-5:00pm, Mon-Fri"
,485,,,Wednesday,8:30am,5:00pm,"8:30am-5:00pm, Mon-Fri"
,485,,,Thursday,8:30am,5:00pm,"8:30am-5:00pm, Mon-Fri"
,485,,,Friday,8:30am,5:00pm,"8:30am-5:00pm, Mon-Fri"
,490,,,Monday,8:30am,5:00pm,"8:30am-5:00pm, Mon-Fri"
,490,,,Tuesday,8:30am,5:00pm,"8:30am-5:00pm, Mon-Fri"
,490,,,Wednesday,8:30am,5:00pm,"8:30am-5:00pm, Mon-Fri"
,490,,,Thursday,8:30am,5:00pm,"8:30am-5:00pm, Mon-Fri"
,490,,,Friday,8:30am,5:00pm,"8:30am-5:00pm, Mon-Fri"
,492,,,Monday,8:30am,5:00pm,"8:30am-5:00pm, Mon-Fri"
