id,service_id,location_id,service_at_location_id,weekday,opens_at,closes_at,original_text
,7697,,,Monday,9:00am,5:00pm,"9:00am-5:00pm, Mon-Fri"
,7697,,,Tuesday,9:00am,5:00pm,"9:00am-5:00pm, Mon-Fri"
,7697,,,Wednesday,9:00am,5:00pm,"9:00am-5:00pm, Mon-Fri"
,7697,,,Thursday,9:00am,5:00pm,"9:00am-5:00pm, Mon-Fri"
,7697,,,Friday,9:00am,5:00pm,"9:00am-5:00pm, Mon-Fri"
,7698,,,Monday,8:00am,5:00pm,"8:00am-5:00pm, Mon-Fri"
,7698,,,Tuesday,8:00am,5:00pm,"8:00am-5:00pm, Mon-Fri"
,7698,,,Wednesday,8:00am,5:00pm,"8:00am-5:00pm, Mon-Fri"
,7698,,,Thursday,8:00am,5:00pm,"8:00am-5:00pm, Mon-Fri"
,7698,,,Friday,8:00am,5:00pm,"8:00am-5:00pm, Mon-Fri"
,7699,,,Saturday,11:00am,7:00pm,"11:00am-7:00pm, Tue;\n9:00am-5:00pm, Wed;\n8:00am-4:00pm, Thur;\n8:00am-3:00pm, Fri;\n9:30am-3:00pm, Sat"
,7700,,,Monday,8:00am,5:00pm,"8:00am-5:00pm, Mon-Fri"
,7700,,,Tuesday,8:00am,5:00pm,"8:00am-5:00pm, Mon-Fri"
,7700,,,Wednesday,8:00am,5:00pm,"8:00am-5:00pm, Mon-Fri"
,7700,,,Thursday,8:00am,5:00pm,"8:00am-5:00pm, Mon-Fri"
,7700,,,Friday,8:00am,5:00pm,"8:00am-5:00pm, Mon-Fri"
,7701,,,Monday,8:30am,5:00pm,"8:30am-5:00pm, Mon-Fri"
,7701,,,Tuesday,8:30am,5:00pm,"8:30am-5:00pm, Mon-Fri"
,7701,,,Wednesday,8:30am,5:00pm,"8:30am-5:00pm, Mon-Fri"
,7701,,,Thursday,8:30am,5:00pm,"8:30am-5:00pm, Mon-Fri"
,7701,,,Friday,8:30am,5:00pm,"8:30am-5:00pm, Mon-Fri"
,7702,,,Monday,830am,5:30pm,"830am-5:30pm, Mon-Fri"
,7702,,,Tuesday,830am,5:30pm,"830am-5:30pm, Mon-Fri"
,7702,,,Wednesday,830am,5:30pm,"830am-5:30pm, Mon-Fri"
,7702,,,Thursday,830am,5:30pm,"830am-5:30pm, Mon-Fri"
,7702,,,Friday,830am,5:30pm,"830am-5:30pm, Mon-Fri"
,7703,,,Monday,9:00am,5:00pm,"9:00am-5:00pm, Mon-Fri"
,7703,,,Tuesday,9:00am,5:00pm,"9:00am-5:00pm, Mon-Fri"
,7703,,,Wednesday,9:00am,5:00pm,"9:00am-5:00pm, Mon-Fri"
,7703,,,Thursday,9:00am,5:00pm,"9:00am-5:00pm, Mon-Fri"
,7703,,,Friday,9:00am,5:00pm,"9:00am-5:00pm, Mon-Fri"
,7713,,,Monday,2:00pm,6:00pm,"2:00pm-6:00pm, Mon-Fri"
,7713,,,Tuesday,2:00pm,6:00pm,"2:00pm-6:00pm, Mon-Fri"
,7713,,,Wednesday,2:00pm,6:00pm,"2:00pm-6:00pm, Mon-Fri"
,7713,,,Thursday,2:00pm,6:00pm,"2:00pm-6:00pm, Mon-Fri"
,7713,,,Friday,2:00pm,6:00pm,"2:00pm-6:00pm, Mon-Fri"
,7714,,,Wednesday,9am,12:00pm,"9am-12:00pm, Wed"
,7715,,,Monday,3:05pm,6:05pm,"3:05pm-6:05pm, Mon-Fri"
